BRA10477,Average=None,QualityFlag=FALSE,QualityValue=FALSE
DateTime,MP1\QFINAL,MP1\QCONTINUITY,MP1\QUANTITY
MM/dd/yyyy h:mm:ss tt,MGD,MGD,MGD
06/22/2024 10:00:00 AM,14.7036237,14.7036237,14.7036237
06/22/2024 11:00:00 AM,14.86497552,14.86497552,14.86497552
06/22/2024 12:00:00 PM,15.3220096,15.3220096,15.3220096
06/22/2024 01:00:00 PM,15.07157313,15.07157313,15.07157313
06/22/2024 02:00:00 PM,14.84509863,14.84509863,14.84509863
06/22/2024 03:00:00 PM,14.46350395,14.46350395,14.46350395
06/22/2024 04:00:00 PM,13.85158336,13.85158336,13.85158336
06/22/2024 05:00:00 PM,14.34649464,14.34649464,14.34649464
06/22/2024 06:00:00 PM,14.15229286,14.15229286,14.15229286
06/22/2024 07:00:00 PM,14.48992741,14.48992741,14.48992741
06/22/2024 08:00:00 PM,15.54745215,15.54745215,15.54745215
06/22/2024 09:00:00 PM,13.79175559,13.79175559,13.79175559
06/22/2024 10:00:00 PM,13.08853154,13.08853154,13.08853154
06/22/2024 11:00:00 PM,11.2305583,11.2305583,11.2305583
06/23/2024 12:00:00 AM,10.09711922,10.09711922,10.09711922
06/23/2024 01:00:00 AM,8.077237547,8.077237547,8.077237547
06/23/2024 02:00:00 AM,6.415561554,6.415561554,6.415561554
06/23/2024 03:00:00 AM,6.080390603,6.080390603,6.080390603
06/23/2024 04:00:00 AM,5.490145997,5.490145997,5.490145997
06/23/2024 05:00:00 AM,6.303908944,6.303908944,6.303908944
06/23/2024 06:00:00 AM,5.295879872,5.295879872,5.295879872
06/23/2024 07:00:00 AM,7.078009661,7.078009661,7.078009661
06/23/2024 08:00:00 AM,9.82287438,9.82287438,9.82287438
06/23/2024 09:00:00 AM,13.2651069,13.2651069,13.2651069
06/23/2024 10:00:00 AM,15.32164107,15.32164107,15.32164107
06/23/2024 11:00:00 AM,15.8057113,15.8057113,15.8057113
06/23/2024 12:00:00 PM,12.98650703,12.98650703,12.98650703
06/23/2024 02:00:00 PM,15.32445524,15.32445524,15.32445524
06/23/2024 03:00:00 PM,13.98285806,13.98285806,13.98285806
06/23/2024 04:00:00 PM,14.46076273,14.46076273,14.46076273
06/23/2024 05:00:00 PM,14.47288845,14.47288845,14.47288845
06/23/2024 06:00:00 PM,14.19329829,14.19329829,14.19329829
06/23/2024 07:00:00 PM,14.76559361,14.76559361,14.76559361
06/23/2024 08:00:00 PM,15.67666346,15.67666346,15.67666346
06/23/2024 09:00:00 PM,16.14517767,16.14517767,16.14517767
06/23/2024 10:00:00 PM,14.49234565,14.49234565,14.49234565
06/23/2024 11:00:00 PM,12.85018402,12.85018402,12.85018402
06/24/2024 12:00:00 AM,9.050150939,9.050150939,9.050150939
06/24/2024 01:00:00 AM,7.539616375,7.539616375,7.539616375
06/24/2024 02:00:00 AM,6.510389289,6.510389289,6.510389289
06/24/2024 03:00:00 AM,5.677977674,5.677977674,5.677977674
06/24/2024 04:00:00 AM,5.85270258,5.85270258,5.85270258
06/24/2024 05:00:00 AM,5.917794358,5.917794358,5.917794358
06/24/2024 06:00:00 AM,7.735570495,7.735570495,7.735570495
06/24/2024 07:00:00 AM,10.5050164,10.5050164,10.5050164
06/24/2024 08:00:00 AM,14.43929183,14.43929183,14.43929183
06/24/2024 09:00:00 AM,13.44809931,13.44809931,13.44809931
06/24/2024 10:00:00 AM,14.66649117,14.66649117,14.66649117
06/24/2024 11:00:00 AM,14.04015697,14.04015697,14.04015697
06/24/2024 12:00:00 PM,14.24103699,14.24103699,14.24103699
06/24/2024 01:00:00 PM,14.54267325,14.54267325,14.54267325
06/24/2024 02:00:00 PM,14.0197017,14.0197017,14.0197017
06/24/2024 03:00:00 PM,13.94241705,13.94241705,13.94241705
06/24/2024 04:00:00 PM,13.00130756,13.00130756,13.00130756
06/24/2024 05:00:00 PM,13.85776108,13.85776108,13.85776108
06/24/2024 06:00:00 PM,15.21085759,15.21085759,15.21085759
06/24/2024 07:00:00 PM,15.75592889,15.75592889,15.75592889
06/24/2024 08:00:00 PM,15.50619902,15.50619902,15.50619902
06/24/2024 09:00:00 PM,15.85272728,15.85272728,15.85272728
06/24/2024 10:00:00 PM,15.0386373,15.0386373,15.0386373
06/24/2024 11:00:00 PM,13.37588189,13.37588189,13.37588189
06/25/2024 01:00:00 AM,7.152418193,7.152418193,7.152418193
06/25/2024 02:00:00 AM,6.075852008,6.075852008,6.075852008
06/25/2024 03:00:00 AM,5.630420629,5.630420629,5.630420629
06/25/2024 04:00:00 AM,5.877899027,5.877899027,5.877899027
06/25/2024 05:00:00 AM,5.514186025,5.514186025,5.514186025
06/25/2024 06:00:00 AM,8.187399636,8.187399636,8.187399636
06/25/2024 07:00:00 AM,11.61633196,11.61633196,11.61633196
06/25/2024 08:00:00 AM,13.31137629,13.31137629,13.31137629
06/25/2024 09:00:00 AM,13.8379183,13.8379183,13.8379183
06/25/2024 10:00:00 AM,13.91605025,13.91605025,13.91605025
06/25/2024 11:00:00 AM,14.67314689,14.67314689,14.67314689
06/25/2024 12:00:00 PM,14.31013894,14.31013894,14.31013894
06/25/2024 01:00:00 PM,14.20032461,14.20032461,14.20032461
06/25/2024 02:00:00 PM,14.08933196,14.08933196,14.08933196
06/25/2024 03:00:00 PM,13.66901727,13.66901727,13.66901727
06/25/2024 04:00:00 PM,13.51383746,13.51383746,13.51383746
06/25/2024 05:00:00 PM,14.21315918,14.21315918,14.21315918
06/25/2024 06:00:00 PM,14.97147123,14.97147123,14.97147123
06/25/2024 07:00:00 PM,15.92942739,15.92942739,15.92942739
06/25/2024 08:00:00 PM,15.67741133,15.67741133,15.67741133
06/25/2024 09:00:00 PM,16.93140583,16.93140583,16.93140583
06/25/2024 10:00:00 PM,16.16674124,16.16674124,16.16674124
06/25/2024 11:00:00 PM,13.13045828,13.13045828,13.13045828
06/26/2024 12:00:00 AM,9.718678907,9.718678907,9.718678907
06/26/2024 01:00:00 AM,7.139296668,7.139296668,7.139296668
06/26/2024 02:00:00 AM,7.087159859,7.087159859,7.087159859
06/26/2024 03:00:00 AM,5.397625679,5.397625679,5.397625679
06/26/2024 04:00:00 AM,5.921328097,5.921328097,5.921328097
06/26/2024 05:00:00 AM,6.007679014,6.007679014,6.007679014
06/26/2024 06:00:00 AM,7.831824462,7.831824462,7.831824462
06/26/2024 07:00:00 AM,11.17948569,11.17948569,11.17948569
06/26/2024 08:00:00 AM,14.86687883,14.86687883,14.86687883
06/26/2024 09:00:00 AM,13.74027781,13.74027781,13.74027781
06/26/2024 10:00:00 AM,14.31489758,14.31489758,14.31489758
06/26/2024 11:00:00 AM,14.24705717,14.24705717,14.24705717
06/26/2024 12:00:00 PM,14.43946285,14.43946285,14.43946285
06/26/2024 01:00:00 PM,14.26056276,14.26056276,14.26056276
06/26/2024 02:00:00 PM,13.44618997,13.44618997,13.44618997
06/26/2024 03:00:00 PM,13.96229834,13.96229834,13.96229834
06/26/2024 04:00:00 PM,14.1926647,14.1926647,14.1926647
06/26/2024 05:00:00 PM,14.63994698,14.63994698,14.63994698
06/26/2024 06:00:00 PM,15.14382591,15.14382591,15.14382591
06/26/2024 07:00:00 PM,15.85365887,15.85365887,15.85365887
06/26/2024 08:00:00 PM,16.68626386,16.68626386,16.68626386
06/26/2024 09:00:00 PM,15.42076054,15.42076054,15.42076054
06/26/2024 10:00:00 PM,14.68291294,14.68291294,14.68291294
06/26/2024 11:00:00 PM,11.9792084,11.9792084,11.9792084
06/27/2024 12:00:00 AM,9.711151061,9.711151061,9.711151061
