"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG","bad_tag","TR_PLANT","BASIN","AREA_FT2","STATION_NAME","TEMPLATE"
"LS-002206","STRAWFLOWER PL","6101","NORTH:STR6101",TRUE,"BUCKMAN","BUCKMAN",42,"STRAWFLOWER PL - 6101","_cte_lead"
"LS-000960","GLYNLEA RD","657","EAST:GLY657",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"GLYNLEA RD - 657","_cte_lead"
"LS-001268","LANTANA AVE","2538","NORTH:LAN2538",TRUE,"BUCKMAN","BUCKMAN",28.3,"LANTANA AVE - 2538","_cte_lead"
"LS-000916","FT CAROLINE RD","11434","EAST:FTC11434",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"FT CAROLINE RD - 11434","_cte_lead"
"LS-001176","KENDALL TOWN BLVD","9687","EAST:KEN968",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"KENDALL TOWN BLVD - 9687","_cte_lead"
"LS-001698","PEELER RD","3475","EAST:PEE3475",TRUE,"MONTEREY","MONTEREY",28.3,"PEELER RD - 3475","_cte_lead"
"LS-001095","FT CAROLINE RD","9846","EAST:FTC9846",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"FT CAROLINE RD - 9846","_cte_lead"
"LS-000303","BEACH BLVD","14380","EAST:BEA14380",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"BEACH BLVD - 14380","_cte_lead"
"LS-001558","NEW WORLD AVE","5589","WEST:NEW5589",TRUE,"SOUTHWEST","SOUTHWEST",113.1,"NEW WORLD AVE - 5589","_cte_lead"
"LS-000305","BEACH BLVD","14750","EAST:BEA14750",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"BEACH BLVD - 14750","_cte_lead"
"LS-002419","WHEELER AVE","4801","WEST:WHE4801",TRUE,"BUCKMAN","BUCKMAN",50.3,"WHEELER AVE - 4801","_cte_lead"
"LS-001683","PARK ST","4815","WEST:PAR4815",TRUE,"BUCKMAN","BUCKMAN",78.5,"PARK ST - 4815","_cte_lead"
"LS-002271","TIDES EDGE PL","125-A","STJOHNS:TID125",TRUE,"PONCE DE LEON","PONCE DE LEON",28.3,"TIDES EDGE PL - 125-A","_cte_lead"
"LS-001003","HAMILTON ST","1396","WEST:HAM1396",TRUE,"BUCKMAN","BUCKMAN",50.3,"HAMILTON ST - 1396","_cte_lead"
"LS-001410","MARSH HAMMOCK DR E","4790","EAST:MAR4790",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MARSH HAMMOCK DR E - 4790","_cte_lead"
"LS-000855","FAITH MEMORIAL DR","711","WEST:FAI711",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"FAITH MEMORIAL DR - 711","_cte_lead"
"LS-000895","FOGGY VEIL CT","3757","EAST:FOG3757",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"FOGGY VEIL CT - 3757","_cte_lead"
"LS-001412","MARSH ISLAND LN","14657","EAST:MAR14657",TRUE,"ARLINGTON EAST","ARLINGTON EAST",38.5,"MARSH ISLAND LN - 14657","_cte_lead"
"LS-002311","TURTLE BAY LN","85","STJOHNS:TUR199A",TRUE,"PONCE DE LEON","PONCE DE LEON",28.3,"TURTLE BAY LN - 85","_cte_lead"
"LS-000595","COASTAL VIEW DR","3660","EAST:COA3660",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"COASTAL VIEW DR - 3660","_cte_lead"
"LS-002006","SAN PABLO RD S","4467","EAST:SAN4467",TRUE,"ARLINGTON EAST","ARLINGTON EAST",23.8,"SAN PABLO RD S - 4467","_cte_lead"
"LS-001166","JOSE VEDRA BLVD","14450","EAST:JOS14450",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"JOSE VEDRA BLVD - 14450","_cte_lead"
"LS-002187","STACEY RD","14463","EAST:STA14463",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"STACEY RD - 14463","_cte_lead"
"LS-001903","ROBERTS RD","687","STJOHNS:ROB687",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"ROBERTS RD - 687","_cte_lead"
"LS-000706","DEERWOOD CIR N","908","NORTH:DEE908",TRUE,"BUCKMAN","BUCKMAN",50.3,"DEERWOOD CIR N - 908","_cte_lead"
"LS-000104","ANDERSON WOODS DR","4172","NORTH:AND4172",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"ANDERSON WOODS DR - 4172","_cte_lead"
"LS-001462","MILLCOE RD","1400","EAST:MIL1400",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MILLCOE RD - 1400","_cte_lead"
"LS-000536","CEDAR ISLAND DR","14600","EAST:CED14600",TRUE,"ARLINGTON EAST","ARLINGTON EAST",63.6,"CEDAR ISLAND DR - 14600","_cte_lead"
"LS-000646","CREEK BEND RD","1217","STJOHNS:CRE1217",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"CREEK BEND RD - 1217","_cte_lead"
"LS-001134","INTERNATIONAL VILLAGE DR","8083","EAST:INT8083",FALSE,"MONTEREY","MONTEREY",28.3,"INTERNATIONAL VILLAGE DR - 8083","_cte_leadsp"
"LS-001611","OAKLAWN RD","11487","NORTH:OAK11487",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"OAKLAWN RD - 11487","_cte_lead"
"LS-002375","VILLAGE GREEN AVE","155","STJOHNS:VIL155",TRUE,"BLACKS FORD","BLACKS FORD",44.4,"VILLAGE GREEN AVE - 155","_cte_lead"
"LS-000666","CUNNINGHAM ESTATES RD","1502","STJOHNS:CUN1502",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"CUNNINGHAM ESTATES RD - 1502","_cte_lead"
"LS-000448","BOWDEN RD","6817","SOUTH:BOW6817",TRUE,"BUCKMAN","BUCKMAN",50.3,"BOWDEN RD - 6817","_cte_lead"
"LS-001164","JONES CREEK DR","1143","EAST:JON1143",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"JONES CREEK DR - 1143","_cte_lead"
"LS-001384","MALLARD LANDING BLVD N","1353","STJOHNS:MAL1353",TRUE,"BLACKS FORD","BLACKS FORD",50.3,"MALLARD LANDING BLVD N - 1353","_cte_lead"
"LS-000582","CLAPBOARD CREEK DR","5204","NORTH:CLA5204",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"CLAPBOARD CREEK DR - 5204","_cte_lead"
"LS-000533","CATTLE CROSSING WAY","5503","NORTH:CAT5503",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"CATTLE CROSSING WAY - 5503","_cte_lead"
"LS-002192","STARDUST CT","2722","EAST:STA2722",TRUE,"MONTEREY","MONTEREY",50.3,"STARDUST CT - 2722","_cte_lead"
"LS-002465","WOODLEIGH DR W","2014","EAST:WOO2014",TRUE,"MONTEREY","MONTEREY",23.8,"WOODLEIGH DR W - 2014","_cte_lead"
"LS-001010","NORTH HAMPTON CLUB WAY","862870","NASSAU:HAM862870",TRUE,"NASSAU","NASSAU",28.3,"NORTH HAMPTON CLUB WAY - 862870","_cte_lead"
"LS-002464","WOODLEIGH DR W","1820","EAST:WOO1820",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"WOODLEIGH DR W - 1820","_cte_lead"
"LS-000379","BERT RD","1044","EAST:BER1044",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"BERT RD - 1044","_cte_lead"
"LS-001877","RICKER RD","6226","WEST:RIC6226",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"RICKER RD - 6226","_cte_lead"
"LS-002092","SOUTHERN GROVE DR","110","STJOHNS:SOU110",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"SOUTHERN GROVE DR - 110","_cte_lead"
"LS-001486","MONUMENT RD","1500","EAST:MON1500",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MONUMENT RD - 1500","_cte_lead"
"LS-001493","MORET DR S","6600","WEST:MOR6600",TRUE,"SOUTHWEST","SOUTHWEST",24,"MORET DR S - 6600","_cte_lead"
"LS-000519","CARLOTTA RD N","8043","EAST:CAR8043",TRUE,"MONTEREY","MONTEREY",44.2,"CARLOTTA RD N - 8043","_cte_lead"
"LS-002296","TOWNSEND RD","5900","WEST:TOW5900",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"TOWNSEND RD - 5900","_cte_lead"
"LS-000520","CARLOTTA RD W","900","EAST:CAR900",TRUE,"MONTEREY","MONTEREY",28.3,"CARLOTTA RD W - 900","_cte_lead"
"LS-000026","103RD ST","6650","WEST:1036650",TRUE,"SOUTHWEST","SOUTHWEST",44.2,"103RD ST - 6650","_cte_lead"
"LS-000929","GARRISON DR","1101","STJOHNS:GAR1101",TRUE,"BLACKS FORD","BLACKS FORD",78.5,"GARRISON DR - 1101","_cte_lead"
"LS-001784","PLYMOUTH ST","4616","WEST:PLY4616",TRUE,"BUCKMAN","BUCKMAN",50.3,"PLYMOUTH ST - 4616","_cte_lead"
"LS-001100","HOMARD BLVD N","10220","EAST:HOM10220",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"HOMARD BLVD N - 10220","_cte_lead"
"LS-002084","SOUTH HAMPTON CLUB WAY","255","STJOHNS:SOU265",TRUE,"BLACKS FORD","BLACKS FORD",50.3,"SOUTH HAMPTON CLUB WAY - 255","_cte_lead"
"LS-001424","MCCORMICK RD","11803","EAST:MCC11803",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MCCORMICK RD - 11803","_cte_lead"
"LS-001015","HANSON DR N","6927","WEST:HAN6927",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"HANSON DR N - 6927","_cte_lead"
"LS-001452","MERRILL RD","7732","EAST:MER7732",FALSE,"MONTEREY","MONTEREY",28.3,"MERRILL RD - 7732","_cte_leadsp"
"LS-002468","WOOLERY DR","2512","EAST:WOO2512",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"WOOLERY DR - 2512","_cte_lead"
"LS-000638","COUNTY RD 210","2283","STJOHNS:COU2283",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"COUNTY RD 210 - 2283","_cte_lead"
"LS-001598","NORSE DR","6247","WEST:NOR6247",FALSE,"SOUTHWEST","SOUTHWEST",28.3,"NORSE DR - 6247","_cte_leadsp"
"LS-000122","ARLEX DR S","6912","EAST:ARL6912",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"ARLEX DR S - 6912","_cte_lead"
"LS-001420","MAYAPPLE RD E","2530","EAST:MAY2530",FALSE,"MONTEREY","MONTEREY",50.3,"MAYAPPLE RD E - 2530","_cte_leadsp"
"LS-000994","GREGORY DR","7844","WEST:GRE7844",TRUE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"GREGORY DR - 7844","_cte_lead"
"LS-000712","DEL WEBB PKWY","9092","SOUTH:DEL9092",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"DEL WEBB PKWY - 9092","_cte_lead"
"LS-002191","STANTON HILLS DR","10653","WEST:STA10653",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"STANTON HILLS DR - 10653","_cte_lead"
"LS-000222","AYRSHIRE ST E","12621","NORTH:AYS12621",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"AYRSHIRE ST E - 12621","_cte_lead"
"LS-001797","PORTER LAKES DR","1527","NORTH:POR1527",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"PORTER LAKES DR - 1527","_cte_lead"
"LS-000617","COMMODORE POINT DR","96485","NASSAU:COM96485",TRUE,"NASSAU","NASSAU",50.3,"COMMODORE POINT DR - 96485","_cte_lead"
"LS-001058","HERON ISLES PKWY","96289","NASSAU:HER96288",TRUE,"NASSAU","NASSAU",50.3,"HERON ISLES PKWY - 96289","_cte_lead"
"LS-001211","LAKE BEND CIR","11845","NORTH:LAK11845",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"LAKE BEND CIR - 11845","_cte_lead"
"LS-002341","UNIVERSITY BLVD N","3518","EAST:UNI3518",FALSE,"MONTEREY","MONTEREY",23.8,"UNIVERSITY BLVD N - 3518","_cte_leadsp"
"LS-002047","SHEPARD ST","2280","EAST:SHE2280",TRUE,"MONTEREY","MONTEREY",28.3,"SHEPARD ST - 2280","_cte_lead"
"LS-002905","LEXINGTON PARK BLVD","15648","NORTH:LEX15648",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"LEXINGTON PARK BLVD - 15648","_cte_lead"
"LS-002325","UNIVERSITY BLVD N","1829","EAST:UNI1829",TRUE,"MONTEREY","MONTEREY",28.3,"UNIVERSITY BLVD N - 1829","_cte_lead"
"LS-000758","DUNN AVE","6678","NORTH:DUN6678",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"DUNN AVE - 6678","_cte_lead"
"LS-000724","DIGBY LN","6671","NORTH:DIG6671",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"DIGBY LN - 6671","_cte_lead"
"LS-001311","LEM TURNER RD","9495","NORTH:LEM9495",TRUE,"BUCKMAN","BUCKMAN",28.3,"LEM TURNER RD - 9495","_cte_lead"
"LS-001899","ROBERT MASTERS BLVD","11355","NORTH:ROB11355",TRUE,"CEDAR BAY","CEDAR BAY",113.1,"ROBERT MASTERS BLVD - 11355","_cte_lead"
"LS-001479","MONROE FOREST DR","5001","SOUTH:MON5001",TRUE,"MANDARIN","MANDARIN",28.3,"MONROE FOREST DR - 5001","_cte_lead"
"LS-001654","ORTEGA HILLS DR","4959","WEST:ORT4959",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"ORTEGA HILLS DR - 4959","_cte_lead"
"LS-000988","GREENLAND RD","5663","SOUTH:GRE5663",TRUE,"MANDARIN","MANDARIN",50.3,"GREENLAND RD - 5663","_cte_lead"
"LS-000984","GREENLAND CHASE BLVD","6593","SOUTH:GRE6593",TRUE,"MANDARIN","MANDARIN",50.3,"GREENLAND CHASE BLVD - 6593","_cte_lead"
"LS-000243","BATTLE GATE RD","6263","SOUTH:BAT6263",TRUE,"MANDARIN","MANDARIN",78.5,"BATTLE GATE RD - 6263","_cte_lead"
"LS-002142","SR 9 (I-95 WELCOME CENTER)","2597","NASSAU:STA2597",TRUE,"NASSAU","NASSAU",28.3,"SR 9 (I-95 WELCOME CENTER) - 2597","_cte_lead"
"LS-001329","LEO MAGUIRE PKWY","9400","STJOHNS:LEO9400",TRUE,"BLACKS FORD","BLACKS FORD",50.3,"LEO MAGUIRE PKWY - 9400","_cte_lead"
"LS-000217","AUSTIN CREEK RD","2152","NORTH:AUS2152",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"AUSTIN CREEK RD - 2152","_cte_lead"
"LS-000538","CENTERWOOD CT","10446","NORTH:CEN10446",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"CENTERWOOD CT - 10446","_cte_lead"
"LS-000507","CAMPUS HEIGHTS LN","11022","NORTH:CAM11022",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"CAMPUS HEIGHTS LN - 11022","_cte_lead"
"LS-000691","DAWSONS CREEK DR","7839","WEST:DAW7839",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"DAWSONS CREEK DR - 7839","_cte_lead"
"LS-000537","CEDAR POINT RD","3881","NORTH:CED3881",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"CEDAR POINT RD - 3881","_cte_lead"
"LS-001616","OAKLEAF PLANTATION PKWY","785","WEST:OAK785-2",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"OAKLEAF PLANTATION PKWY - 785","_cte_lead"
"LS-001617","OAKLEAF PLANTATION PKWY","786","WEST:OAK786",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"OAKLEAF PLANTATION PKWY - 786","_cte_lead"
"LS-002195","STARRATT RD","2951","NORTH:STA2951",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"STARRATT RD - 2951","_cte_lead"
"LS-001906","ROGERO RD","2037","EAST:ROG2037",TRUE,"MONTEREY","MONTEREY",28.3,"ROGERO RD - 2037","_cte_lead"
"LS-000112","ARBOR LAKE DR","12026","EAST:ARB12026",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"ARBOR LAKE DR - 12026","_cte_lead"
"LS-001445","MERCHANTS WAY","8446","WEST:MER8446",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"MERCHANTS WAY - 8446","_cte_lead"
"LS-000111","ARBOR LAKE DR","11867","EAST:ARB11867",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"ARBOR LAKE DR - 11867","_cte_lead"
"LS-001905","ROGERO RD","1807","EAST:ROG1807",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"ROGERO RD - 1807","_cte_lead"
"LS-002336","UNIVERSITY BLVD N","905","EAST:UNI905",TRUE,"MONTEREY","MONTEREY",28.3,"UNIVERSITY BLVD N - 905","_cte_lead"
"LS-000545","CESERY BLVD","955","EAST:CES955",TRUE,"MONTEREY","MONTEREY",28.3,"CESERY BLVD - 955","_cte_lead"
"LS-001692","PEBBLE BROOK CIR","3826","WEST:PEB3826",TRUE,"SOUTHWEST","SOUTHWEST",50.2654824574367,"PEBBLE BROOK CIR - 3826","_cte_lead"
"LS-001658","OTTER RUN DR","96515","NASSAU:OTT96515",TRUE,"NASSAU","NASSAU",50.3,"OTTER RUN DR - 96515","_cte_lead"
"LS-001413","MARSH LAKES DR","96135","NASSAU:MAR96135",TRUE,"NASSAU","NASSAU",50.3,"MARSH LAKES DR - 96135","_cte_lead"
"LS-001212","LAKE FRETWELL ST","13433","WEST:LAK13433",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"LAKE FRETWELL ST - 13433","_cte_lead"
"LS-003081","LAKE FRETWELL ST","13714","WEST:LAK13714",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"LAKE FRETWELL ST - 13714","_cte_lead"
"LS-001827","R G SKINNER PKWY","9174","SOUTH:RGS9174",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"R G SKINNER PKWY - 9174","_cte_lead"
"LS-002152","SR 200 (ABC LIQUORS)","474572","NASSAU:STA474572",TRUE,"NASSAU","NASSAU",50.3,"SR 200 (ABC LIQUORS) - 474572","_cte_lead"
"LS-002272","TIMBER CREEK BLVD","76441","NASSAU:TIM76437",TRUE,"NASSAU","NASSAU",50.3,"TIMBER CREEK BLVD - 76441","_cte_lead"
"LS-001559","NEW WORLD AVE","5987","WEST:NEW5987",TRUE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"NEW WORLD AVE - 5987","_cte_lead"
"LS-001271","LAS ROBIDA DR","939","EAST:LAS939",TRUE,"MONTEREY","MONTEREY",99,"LAS ROBIDA DR - 939","_cte_lead"
"LS-000952","GLEN ECHO RD","1012","EAST:GLE1012",TRUE,"MONTEREY","MONTEREY",28.3,"GLEN ECHO RD - 1012","_cte_lead"
"LS-000133","ARLINGTON EXPY","7837","EAST:ARL7837",TRUE,"MONTEREY","MONTEREY",28.3,"ARLINGTON EXPY - 7837","_cte_lead"
"LS-000461","BRIDGE CREEK DR N","268","STJOHNS:BRI268",TRUE,"BLACKS FORD","BLACKS FORD",28.3,"BRIDGE CREEK DR N - 268","_cte_lead"
"LS-001273","L'ATRIUM CIR N","2320","STJOHNS:LAT2320",FALSE,"PONTE VEDRA","PONTE VEDRA",50.2654824574367,"L'ATRIUM CIR N - 2320","_cte_leadsp"
"LS-000982","GREENBRIAR RD","554","STJOHNS:GRE554",TRUE,"BLACKS FORD","BLACKS FORD",19.6349540849362,"GREENBRIAR RD - 554","_cte_lead"
"LS-000874","FIDDLERS HAMMOCK LN","3231","STJOHNS:FID3231",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"FIDDLERS HAMMOCK LN - 3231","_cte_lead"
"LS-002034","SENECA DR","2691","STJOHNS:SEN2691",TRUE,"BLACKS FORD","BLACKS FORD",19.6349540849362,"SENECA DR - 2691","_cte_lead"
"LS-001516","NASSAU PL","96091","NASSAU:NAS96091",TRUE,"NASSAU","NASSAU",19.6349540849362,"NASSAU PL - 96091","_cte_lead"
"LS-000134","ARLINGTON EXPY","8052","EAST:ARL8052",TRUE,"MONTEREY","MONTEREY",28.3,"ARLINGTON EXPY - 8052","_cte_lead"
"LS-000656","CROSSOVER ST","13451","WEST:CRO13541",FALSE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"CROSSOVER ST - 13451","_cte_leadsp"
"LS-000130","ARLINGTON EXPY","6233","EAST:ARL6233",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"ARLINGTON EXPY - 6233","_cte_lead"
"LS-001686","PARKRIDGE CIR S","8132","EAST:PAR8132",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"PARKRIDGE CIR S - 8132","_cte_lead"
"LS-001277","LEMASTER DR","536","STJOHNS:LEM536",FALSE,"PONTE VEDRA","PONTE VEDRA",78.5,"LEMASTER DR - 536","_cte_leadsp"
"LS-002026","SEA WINDS LN","20","STJOHNS:SEA20",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"SEA WINDS LN - 20","_cte_lead"
"LS-000944","GENE LASSERRE BLVD","86440","NASSAU:GEN86440",TRUE,"NASSAU","NASSAU",28.3,"GENE LASSERRE BLVD - 86440","_cte_lead"
"LS-000380","BERT RD","833","EAST:BER833",FALSE,"MONTEREY","MONTEREY",28.3,"BERT RD - 833","_cte_leadsp"
"LS-001997","SAN JUAN DR","89","STJOHNS:SAN89",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"SAN JUAN DR - 89","_cte_lead"
"LS-002008","SAND CASTLE DR","7","STJOHNS:SAN7",FALSE,"PONTE VEDRA","PONTE VEDRA",28.3,"SAND CASTLE DR - 7","_cte_leadsp"
"LS-000675","BREVE DR","3211","NORTH:BRE3211",FALSE,"BUCKMAN","BUCKMAN",19.6349540849362,"BREVE DR - 3211","_cte_leadsp"
"LS-001794","PONTE VEDRA BLVD","651","STJOHNS:PON651",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"PONTE VEDRA BLVD - 651","_cte_lead"
"LS-001666","PABLO RD","70-A","STJOHNS:PAB70A",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"PABLO RD - 70-A","_cte_lead"
"LS-001793","PONTE VEDRA BLVD","612","STJOHNS:PON612",TRUE,"PONTE VEDRA","PONTE VEDRA",28.3,"PONTE VEDRA BLVD - 612","_cte_lead"
"LS-000123","ARLINGTON RD","1090","EAST:ARL1090",TRUE,"MONTEREY","MONTEREY",28.3,"ARLINGTON RD - 1090","_cte_lead"
"LS-000369","BELAIR RD S","3002","EAST:BEL3002",TRUE,"BUCKMAN","BUCKMAN",50.3,"BELAIR RD S - 3002","_cte_lead"
"LS-000132","ARLINGTON EXPY","7528","EAST:ARL7528",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"ARLINGTON EXPY - 7528","_cte_lead"
"LS-002432","WILLIAM BURGESS BLVD","76352","NASSAU:WIL76352",TRUE,"NASSAU","NASSAU",50.3,"WILLIAM BURGESS BLVD - 76352","_cte_lead"
"LS-000653","CRESTLINE DR","6501","EAST:CRE6501",TRUE,"MONTEREY","MONTEREY",19.6349540849362,"CRESTLINE DR - 6501","_cte_lead"
"LS-000647","CREEK POINT BLVD","1397","NORTH:CRE1397",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"CREEK POINT BLVD - 1397","_cte_lead"
"LS-001375","LUEDERS AVE","7709","NORTH:LEU7709",TRUE,"BUCKMAN","BUCKMAN",50.3,"LUEDERS AVE - 7709","_cte_lead"
"LS-000958","GLENWOOD AVE","4604","WEST:GLE4604",TRUE,"BUCKMAN","BUCKMAN",28.3,"GLENWOOD AVE - 4604","_cte_lead"
"LS-001020","HARRINGTON PARK DR","1511","EAST:HAR1511",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"HARRINGTON PARK DR - 1511","_cte_lead"
"LS-001411","MARSH HARBOR DR N","13708","EAST:MAR13708",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MARSH HARBOR DR N - 13708","_cte_lead"
"LS-000120","ARGYLE FOREST BLVD","9526","WEST:ARG9526",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"ARGYLE FOREST BLVD - 9526","_cte_lead"
"LS-002137","STATE RD 13 N","450","STJOHNS:STA450",FALSE,"JCP","JCP",113.1,"STATE RD 13 N - 450","_cte_leadsp"
"LS-000559","CHARTER CT","13645","EAST:CHA13645",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"CHARTER CT - 13645","_cte_lead"
"LS-001826","QUEENS ISLAND CT","1207","EAST:QUE1207",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"QUEENS ISLAND CT - 1207","_cte_lead"
"LS-001825","QUEENS HARBOR BLVD","1145","EAST:QUE1145",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"QUEENS HARBOR BLVD - 1145","_cte_lead"
"LS-001812","PRINCESS KELLY DR","13560","EAST:PRI13560",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"PRINCESS KELLY DR - 13560","_cte_lead"
"LS-001894","RIVERVIEW DR","13862","EAST:RIV13862",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"RIVERVIEW DR - 13862","_cte_lead"
"LS-002057","SHIPWATCH DR E","673","EAST:SHI673",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"SHIPWATCH DR E - 673","_cte_lead"
"LS-001432","MCGIRTS POINT BLVD","1895","WEST:MCG1895",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"MCGIRTS POINT BLVD - 1895","_cte_lead"
"LS-002058","SHIPWATCH DR E","791","EAST:SHI791",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"SHIPWATCH DR E - 791","_cte_lead"
"LS-002056","SHIPWATCH DR E","1161","EAST:SHI1161",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"SHIPWATCH DR E - 1161","_cte_lead"
"LS-002895","WINDSOR DR","96124","NASSAU:WIN96124",TRUE,"NASSAU","NASSAU",28.3,"WINDSOR DR - 96124","_cte_lead"
"LS-001823","QUEENS HARBOR BLVD","225","EAST:QUE225",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"QUEENS HARBOR BLVD - 225","_cte_lead"
"LS-000915","FT CAROLINE RD","10797","EAST:FTC10797",FALSE,"ARLINGTON EAST","ARLINGTON EAST",70.9,"FT CAROLINE RD - 10797","_cte_leadsp"
"LS-002186","ST JOHNS PKWY","2084","STJOHNS:STJ2084",TRUE,"BLACKS FORD","BLACKS FORD",78.5,"ST JOHNS PKWY - 2084","_cte_lead"
"LS-000600","COLLINS GROVE RD","7837","SOUTH:COL7837",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"COLLINS GROVE RD - 7837","_cte_lead"
"LS-000714","DELFINO DR","1248","EAST:DEL1248",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"DELFINO DR - 1248","_cte_lead"
"LS-002149","STATE RD 200","463785","NASSAU:STA463785",TRUE,"NASSAU","NASSAU",63.6,"STATE RD 200 - 463785","_cte_lead"
"LS-000575","CHUCKWAGON TRL","15361","WEST:CHU15361",TRUE,"SOUTHWEST","SOUTHWEST",78.5,"CHUCKWAGON TRL - 15361","_cte_lead"
"LS-000774","DUVAL STATION RD","500","NORTH:DUV500",TRUE,"CEDAR BAY","CEDAR BAY",63.6,"DUVAL STATION RD - 500","_cte_lead"
"LS-001838","RAMONA BLVD","6800","WEST:RAM6800",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"RAMONA BLVD - 6800","_cte_lead"
"LS-002472","YELLOW BILL LN","122","STJOHNS:YEL122",TRUE,"PONCE DE LEON","PONCE DE LEON",28.3,"YELLOW BILL LN - 122","_cte_lead"
