CMMS_ASSET_ID,PI_TAG,BASIN,AREA_FT2,STATION_NAME,TEMPLATE
LS-000913,EAST:FTC7031,ARLINGTON EAST,78.5,FT CAROLINE HILLS DR - 7031,_cte_lead
LS-000006,NORTH:41S1870,BUCKMAN,78.5,41ST ST W - 1870,_cte_lead
LS-000588,NORTH:CLE5520,BUCKMAN,28.3,CLEVELAND RD - 5520,_cte_lead
LS-002270,WEST:THR8430,BUCKMAN,50.3,THREE CREEKS BLVD - 8430,_cte_leadsp
LS-000558,WEST:CHA1114,SOUTHWEST,28.3,CHANDLER OAKS DR - 1114,_cte_lead
LS-001463,WEST:MIM7202,SOUTHWEST,19.63495408,MIMOSA GROVE TRL - 7202,_cte_lead
LS-001904,WEST:ROC2523,SOUTHWEST,28.3,ROCROC LN - 2523,_cte_lead
LS-002449,WEST:WIL7800,SOUTHWEST,28.3,WILSON BLVD - 7800,_cte_lead
LS-002360,WEST:VAL1958,SOUTHWEST,19.63495408,VALLEY CROSSING DR - 1958,_cte_lead
LS-002442,WEST:WIL1818,BUCKMAN,78.5,WILLOW BRANCH AVE - 1818,_cte_lead
LS-002266,EAST:THE1931,ARLINGTON EAST,28.3,THE WOODS DR - 1931,_cte_lead
LS-001671,EAST:PAL12928,ARLINGTON EAST,48,PALMETTO GLADE DR - 12928,_cte_lead
LS-002267,EAST:THE2233,ARLINGTON EAST,28.3,THE WOODS DR E - 2233,_cte_lead
LS-000557,EAST:CHA1694,ARLINGTON EAST,28.3,CHANDELIER CIR E - 1694,_cte_lead
LS-002427,EAST:WIL1054,ARLINGTON EAST,28.3,WILDERLAND DR - 1054,_cte_lead
LS-000849,SOUTH:EPP6623,BUCKMAN,28.3,EPPING FOREST WAY N - 6623,_cte_lead
LS-001907,EAST:ROL2459,BUCKMAN,28.3,ROLAC RD - 2459,_cte_lead
LS-002354,EAST:UNI5317,BUCKMAN,28.3,UNIVERSITY BLVD W - 5317,_cte_lead
LS-000622,EAST:COM5503,BUCKMAN,19.63495408,COMMUNITY OAKS CT - 5503,_cte_lead
LS-001627,SOUTH:OXF8198,MANDARIN,64,OXFORD FOREST DR - 8198,_cte_lead
LS-002030,SOUTH:SEC7263,BUCKMAN,50.3,SECRET WOODS TRL - 7263,_cte_lead
LS-001880,SOUTH:RID3282,BUCKMAN,113.1,RIDGEGLEN DR - 3282,_cte_lead
LS-001348,SOUTH:LIT7863,ARLINGTON EAST,28.3,LITTLE FOX LN - 7863,_cte_lead
LS-001786,SOUTH:POI7825,ARLINGTON EAST,50.3,POINT MEADOWS DR - 7825,_cte_lead
LS-002435,EAST:WIL13651,ARLINGTON EAST,50.3,W M DAVIS PKWY W - 13651,_cte_lead
LS-001872,EAST:RIC3989,ARLINGTON EAST,50.3,RICHMOND PARK DR E - 3989,_cte_lead
LS-002434,EAST:WIL14151,ARLINGTON EAST,28.3,W M DAVIS PKWY - 14151,_cte_lead
LS-001001,SOUTH:HAL10210,MANDARIN,28.3,HALEY RD - 10210,_cte_lead
LS-001117,SOUTH:HUN4212,MANDARIN,78.5,HUNTINGTON FOREST BLVD - 4212,_cte_lead
LS-001203,SOUTH:KOR3747,MANDARIN,28.3,KORI RD - 3747,_cte_lead
LS-000350,SOUTH:BEA3468,MANDARIN,19.63495408,BEAUCLERC RD - 3468,_cte_lead
LS-002247,SOUTH:TAC2776,MANDARIN,28.3,TACITO CREEK DR W - 2776,_cte_lead
LS-002422,SOUTH:WHI10300,MANDARIN,50.3,WHISPERING FOREST DR - 10300,_cte_lead
LS-001367,SOUTH:LOS4930,MANDARIN,50.3,LOSCO RD - 4930,_cte_lead
LS-000661,SOUTH:CUM5441,MANDARIN,28.3,CUMBERLAND FOREST LN - 5441,_cte_lead
LS-000611,SOUTH:COL6469,MANDARIN,50.3,COLUMBIA PARK DR - 6469,_cte_lead
LS-001276,EAST:LAW10410,ARLINGTON EAST,68,LAWSON RD - 10410,_cte_lead
LS-001373,EAST:LUA2045,ARLINGTON EAST,19.63495408,LUANA DR E - 2045,_cte_leadsp
LS-001369,EAST:LOS10747,ARLINGTON EAST,50.3,LOST PINE DR - 10747,_cte_lead
LS-001948,EAST:SAM2710,ARLINGTON EAST,50.3,SAM HARDWICK BLVD - 2710,_cte_lead
LS-000205,EAST:ATL9380,ARLINGTON EAST,50.3,ATLANTIC BLVD - 9380,_cte_lead
LS-001397,EAST:MAN2962,ARLINGTON EAST,38.5,MANGROVE AVE - 2962,_cte_lead
LS-000153,EAST:ATL10065,ARLINGTON EAST,28.3,ATLANTIC BLVD - 10065,_cte_lead
LS-001856,EAST:REG3850,ARLINGTON EAST,28.3,REGENT BLVD - 3852,_cte_lead
LS-001115,EAST:HUF3092,ARLINGTON EAST,28.3,HUFFMAN BLVD - 3092,_cte_lead
LS-004166,NORTH:ISL1000,CEDAR BAY,113.1,ISLAND POINT DR - 1000,_cte_lead
LS-001846,NORTH:RAY1820,CEDAR BAY,78.5,RAY GREENE DR - 1820,_cte_lead
LS-000486,NORTH:BRO2518,CEDAR BAY,78.5,BROWARD RD - 2518,_cte_lead
LS-001358,NORTH:LON11610,CEDAR BAY,28.3,LONGWOOD KEY DR E - 11610,_cte_lead
LS-002312,NORTH:TUR1219,CEDAR BAY,50.3,TURTLE CREEK DR N - 1219,_cte_lead
LS-001027,NORTH:HAR11305,CEDAR BAY,436,HARTS RD - 11305,_cte_lead
LS-001035,EAST:HAW1731,ARLINGTON EAST,50.3,HAWKINS COVE DR W - 1731,_cte_lead
LS-001931,EAST:RUS1757,ARLINGTON EAST,50.3,RUSH CREEK DR W - 1757,_cte_lead
LS-001768,EAST:PIN14094,ARLINGTON EAST,48,PINE ISLAND DR - 14094,_cte_lead
LS-001714,EAST:PHI3910,BUCKMAN,28.3,PHILIPS HWY - 3910,_cte_lead
LS-000676,EAST:DAM5101,BUCKMAN,19.63495408,DAMASCUS RD N - 5101,_cte_lead
LS-000927,EAST:GAL3312,BUCKMAN,50.3,GALILEE RD - 3312,_cte_lead
LS-000907,NORTH:FOX5102,BUCKMAN,19.63495408,FOXBORO RD - 5102,_cte_lead
LS-000001,NORTH:1ST12770,CEDAR BAY,50.3,1ST ST - 12770,_cte_lead
LS-001491,NORTH:MOO12629,CEDAR BAY,28.3,MOOSE RD - 12629,_cte_lead
LS-001265,NORTH:LAN13333-1,CEDAR BAY,28.3,LANIER RD - 13333,_cte_lead
LS-000388,NORTH:BIS11717,CEDAR BAY,19.63495408,BISCAYNE BLVD - 11717,_cte_lead
LS-002031,NORTH:SEC11381,CEDAR BAY,28.3,SECRETARIAT LN W - 11381,_cte_lead
LS-001857,NORTH:REN11452,CEDAR BAY,336,RENNE DR W - 11452,_cte_lead
LS-002458,NORTH:WIN11127,CEDAR BAY,28.3,WINGATE RD - 11127,_cte_lead
LS-001275,EAST:LAU331,ARLINGTON EAST,23.8,LAURINA ST - 331,_cte_lead
LS-001185,EAST:KER3431,ARLINGTON EAST,113.1,KERNAN BLVD S - 3431,_cte_leadsp
LS-002242,EAST:SUT1767,ARLINGTON EAST,50.3,SUTTON LAKES BLVD - 1761,_cte_lead
LS-002431,EAST:WIL11275,ARLINGTON EAST,50.3,WILLESDON DR S - 11275,_cte_lead
LS-001854,EAST:REG9525,ARLINGTON EAST,28.3,REGENCY SQUARE BLVD N - 9525,_cte_lead
LS-002005,EAST:SAN3300,ARLINGTON EAST,113.1,SAN PABLO RD S - 3300,_cte_leadsp
LS-001609,EAST:NOT1648,ARLINGTON EAST,50.3,NOTTINGHAM KNOLL DR - 1648,_cte_lead
LS-002350,EAST:UNI3830,BUCKMAN,28.3,UNIVERSITY BLVD S - 3830,_cte_lead
LS-002040,NORTH:SHA330,CEDAR BAY,160,SHAMROCK AVE S - 330,_cte_lead
LS-000766,NORTH:DUV13898,CEDAR BAY,78.5,DUVAL RD - 13898,_cte_lead
LS-002421,NORTH:WHI1014,CEDAR BAY,28.3,WHIRLAWAY CIR S - 1014,_cte_lead
LS-001340,NORTH:LEO3975,BUCKMAN,19.63495408,LEONNIE RD - 3975,_cte_lead
LS-001687,WEST:PAR638,BUCKMAN,28.3,PARKVIEW DR - 638,_cte_lead
LS-000899,WEST:FOR7973,BUCKMAN,28.3,FORSHEE DR - 7973,_cte_lead
LS-001922,WEST:ROT2138,SOUTHWEST,78.5,ROTHBURY DR - 2138,_cte_lead
LS-001039,WEST:HEA944,SOUTHWEST,50.3,HEARTHSIDE CT - 944,_cte_lead
LS-000597,WEST:COL2656,SOUTHWEST,28.3,COLD CREEK BLVD - 2656,_cte_lead
LS-002467,WEST:WOO4211,BUCKMAN,107.6,WOODMERE ST - 4211,_cte_lead
LS-002216,WEST:SUD3737,SOUTHWEST,28.3,SUDBURY AVE - 3737,_cte_lead
LS-001659,WEST:OVE7422,SOUTHWEST,50.3,OVERLAND PARK BLVD W - 7422,_cte_lead
LS-000462,WEST:BRI9022,SOUTHWEST,78.6,BRIDGECREEK DR - 9022,_cte_lead
LS-000074,STJOHNS:AFT125,JCP,50.3,AFTON LN - 125,_cte_leadsp
LS-001371,STJOHNS:LOT900,JCP,50.3,LOTUS LN S - 900,_cte_leadsp
LS-001690,STJOHNS:PAW1124,JCP,50.3,PAWNEE PL - 1124,_cte_leadsp
LS-001605,SOUTH:NOR11551,MANDARIN,19.63495408,NORTH RIDE CIR W - 11551,_cte_lead
LS-000067,SOUTH:ACO11933,MANDARIN,50.3,ACOSTA RD - 11933,_cte_lead
LS-001056,EAST:HER3815,ARLINGTON EAST,19.63495408,HERMITAGE RD E - 3815,_cte_lead
LS-000920,EAST:FTC6554,ARLINGTON EAST,28.3,FT CAROLINE RD - 6554,_cte_lead
LS-000484,NORTH:BRO1001,CEDAR BAY,78.5,BROWARD RD - 1001,_cte_lead
LS-000518,NORTH:CAR2004,BUCKMAN,78.5,CAREY AVE - 2004,_cte_lead
LS-001606,NORTH:NOR7668,BUCKMAN,28.3,NORTH SHORE DR - 7668,_cte_lead
LS-000004,NORTH:30T1999,BUCKMAN,28.3,30TH ST W - 1999,_cte_lead
LS-000978,WEST:GRA1058,SOUTHWEST,28.3,GRANVILLE RD - 1058,_cte_lead
LS-001780,WEST:PLU3113,BUCKMAN,28.3,PLUM ST - 3113,_cte_lead
LS-000517,WEST:CAR5219,BUCKMAN,78.5,CARDER ST - 5219,_cte_lead
LS-001159,EAST:JOE12791,ARLINGTON EAST,78.5,JOEANDY RD N - 12791,_cte_lead
LS-001109,EAST:HOV2123,ARLINGTON EAST,78.5,HOVINGTON CIR W - 2123,_cte_lead
LS-000637,EAST:COV13651,ARLINGTON EAST,28.3,COVINGTON CREEK DR - 13651,_cte_lead
LS-001279,EAST:LEA196,ARLINGTON EAST,28.3,LEATHERLEAF DR - 196,_cte_lead
LS-001667,EAST:PAC13288,ARLINGTON EAST,28.3,PACEMAKER DR - 13288,_cte_lead
LS-002200,SOUTH:STE5115,BUCKMAN,28.3,STEPP AVE - 5115,_cte_lead
LS-000852,SOUTH:EXE4808,ARLINGTON EAST,50.3,EXECUTIVE PARK CT - 4808,_cte_lead
LS-000260,SOUTH:BAY7160,ARLINGTON EAST,50.3,BAYMEADOWS WAY - 7160,_cte_lead
LS-001657,SOUTH:OSP8671,MANDARIN,63.6,OSPREY LN - 8671,_cte_lead
LS-000071,SOUTH:ADE2844,BUCKMAN,19.63495408,ADELE RD - 2844,_cte_lead
LS-002103,SOUTH:ACS8500,ARLINGTON EAST,28.3,A C SKINNER PKWY - 8500,_cte_lead
LS-002232,SOUTH:SUN4130,MANDARIN,28.3,SUNBEAM RD - 4130,_cte_lead
LS-001131,SOUTH:IND10468,MANDARIN,56.8,INDIAN WALK RD - 10468,_cte_lead
LS-000434,SOUTH:BLU10837,MANDARIN,78.5,BLUE PACIFIC CT - 10837,_cte_lead
LS-001461,SOUTH:MIL9411,MANDARIN,50.3,MILL SPRINGS DR - 9411,_cte_lead
LS-001394,SOUTH:MAN11328,MANDARIN,28.3,MANDARIN RIDGE LN - 11328,_cte_lead
LS-001631,SOUTH:OLD9391,MANDARIN,50.3,OLD KINGS RD S - 9391,_cte_lead
LS-001007,SOUTH:HAM8681,ARLINGTON EAST,70.9,HAMPSHIRE GLEN DR S - 8681,_cte_lead
LS-001851,SOUTH:REE8614,ARLINGTON EAST,113.1,REEDY BRANCH DR - 8614,_cte_lead
LS-001011,SOUTH:HAM9151,ARLINGTON EAST,50.3,HAMPTON LANDING DR E - 9151,_cte_lead
LS-001173,SOUTH:KEA5624,MANDARIN,28.3,KEATON LAKE DR - 5624,_cte_lead
LS-000971,STJOHNS:GRA12870,MANDARIN,78.5,GRAN BAY PKWY - 12870,_cte_leadsp
LS-000452,EAST:BRA10182,ARLINGTON EAST,28.3,BRADLEY RD - 10182,_cte_lead
LS-000540,EAST:CEN11550,ARLINGTON EAST,400,CENTRAL PKWY - 11550,_cte_lead
LS-000097,SOUTH:ALU11009,ARLINGTON EAST,70.9,ALUMNI WAY - 11009,_cte_lead
LS-001172,EAST:JUP9764,ARLINGTON EAST,28.3,JUPITER CT S - 9827,_cte_lead
LS-000282,SOUTH:BEA11260,ARLINGTON EAST,19.63495408,BEACH BLVD - 11260,_cte_lead
LS-000425,NORTH:BLO11301,CEDAR BAY,28.3,BLOSSOM RIDGE DR - 11301,_cte_lead
LS-002240,NORTH:SUN11560,CEDAR BAY,28.3,SUNKEN MEADOW CT - 11560,_cte_lead
LS-000716,NORTH:DEN310,CEDAR BAY,128,DENISE DR - 310,_cte_lead
LS-000783,NORTH:PUL1192,CEDAR BAY,28.3,PULASKI RD - 1192,_cte_lead
LS-001901,EAST:ROB5104,BUCKMAN,28.3,ROBERT SCOTT DR S - 5104,_cte_lead
LS-000173,EAST:ATL4110,BUCKMAN,50.3,ATLANTIC BLVD - 4110,_cte_lead
LS-001536,NORTH:NEW3401,CEDAR BAY,78.5,NEW BERLIN RD - 3401,_cte_lead
LS-002197,NORTH:STA900,CEDAR BAY,28.3,STARRATT RD - 900,_cte_lead
LS-000534,NORTH:CAV7041,BUCKMAN,81,CAVALIER RD - 7041,_cte_lead
LS-001137,NORTH:IRV7305,BUCKMAN,19.63495408,IRVING SCOTT DR - 7305,_cte_lead
LS-002061,NORTH:SIB9344,BUCKMAN,28.3,SIBBALD RD - 9344,_cte_lead
LS-001799,NORTH:POR4508,BUCKMAN,19.63495408,PORTSMOUTH AVE - 4508,_cte_lead
LS-000358,NORTH:BEA2028,BUCKMAN,50.3,BEAVER ST W - 2028,_cte_lead
LS-000070,WEST:ADE9374,SOUTHWEST,50.3,ADELAIDE DR - 9374,_cte_lead
LS-001216,WEST:LAK6130,SOUTHWEST,28.3,LAKE GRAY BLVD - 6130,_cte_lead
LS-001278,SOUTH:LEA4676,MANDARIN,19.63495408,LEAH CREEK DR - 4676,_cte_lead
LS-002425,EAST:WHI12474,ARLINGTON EAST,28.3,WHITE FEATHER DR - 12474,_cte_lead
LS-001697,NORTH:PEC606,CEDAR BAY,28.3,PECAN PARK RD - 606,_cte_lead
LS-000091,NORTH:ALT11524,CEDAR BAY,50.3,ALTA DR - 11524,_cte_lead
LS-000392,STJOHNS:BIS1920,JCP,28.3,BISHOP ESTATES RD - 1920,_cte_leadsp
LS-001881,WEST:RID6950,SOUTHWEST,78.5,RIDGEVIEW AVE - 6950,_cte_lead
LS-001926,EAST:ROX1309,ARLINGTON EAST,50.3,ROXIE ST - 1309,_cte_lead
LS-001828,NORTH:RAB10277,BUCKMAN,19.63495408,RABBIT RIDGE RD - 10277,_cte_lead
LS-000138,NORTH:ARM3194,CEDAR BAY,19.63495408,ARMSDALE RD - 3194,_cte_lead
LS-001878,WEST:RIC7500,SOUTHWEST,50.3,RICKER RD - 7500,_cte_lead
LS-001193,WEST:KIL8138,SOUTHWEST,28.3,KILKELLY LN S - 8138,_cte_lead
LS-000603,WEST:COL5540,SOUTHWEST,28.3,COLLINS RD - 5540,_cte_lead
LS-000607,WEST:COL5291,SOUTHWEST,28.3,COLLINS RD - 5291,_cte_lead
LS-000608,WEST:COL5291-2,SOUTHWEST,19.63495408,COLLINS RD - 5291,_cte_lead
LS-000602,WEST:COL5096,SOUTHWEST,28.3,COLLINS RD - 5096,_cte_lead
LS-000601,WEST:COL4580,SOUTHWEST,33.2,COLLINS RD - 4580,_cte_lead
LS-000422,WEST:BLA8151-1,SOUTHWEST,28.3,BLANDING BLVD - 8151,_cte_lead
LS-002299,WEST:TOW6210,SOUTHWEST,19.63495408,TOWNSEND RD - 6210,_cte_lead
LS-002301,WEST:TOW6756,SOUTHWEST,19.63495408,TOWNSEND RD - 6756,_cte_lead
LS-000769,NORTH:DUV14695,CEDAR BAY,50.3,DUVAL RD - 14695,_cte_lead
LS-002318,WEST:TYS2235,SOUTHWEST,78.5,TYSON LAKE DR - 2235,_cte_lead
LS-001648,WEST:ORT5349,SOUTHWEST,50.3,ORTEGA BLUFF LN - 5349,_cte_lead
LS-001649,WEST:ORT7799,SOUTHWEST,28.3,ORTEGA BLUFF PKWY - 7799,_cte_lead
LS-000469,WEST:BRI5565,SOUTHWEST,50.3,BRISTOL BAY LN N - 5565,_cte_lead
LS-001416,WEST:MAR11405,BUCKMAN,28.3,MARTIN LAKES DR N - 11405,_cte_lead
LS-000998,WEST:GUA1578,SOUTHWEST,50.3,GUARDIAN DR - 1578,_cte_lead
LS-001129,STJOHNS:IND3421,BLACKS FORD,28.3,INDIAN CREEK BLVD - 3421,_cte_lead
LS-000576,STJOHNS:CIM2537,BLACKS FORD,28.3,CIMARRONE BLVD - 2537,_cte_lead
LS-000695,SOUTH:DEE12133,MANDARIN,28.3,DEEDER LN - 12133,_cte_lead
LS-000640,STJOHNS:COU3428,BLACKS FORD,78.5,COUNTY RD 210 - 3150,_cte_lead
LS-000391,STJOHNS:BIS3366,JCP,50.3,BISHOP ESTATES RD - 3366,_cte_leadsp
LS-001228,NORTH:LAN8869,BUCKMAN,113.1,LANCASHIRE DR - 8869,_cte_lead
LS-001643,SOUTH:STA12905,MANDARIN,28.3,OLD ST AUGUSTINE RD - 12905,_cte_lead
LS-001831,STJOHNS:RAC3880,BLACKS FORD,50.3,RACETRACK RD - 3880,_cte_leadsp
LS-002019,NORTH:SAW10901,CEDAR BAY,28.3,SAWTOOTH OAK CT - 10901,_cte_lead
LS-001359,STJOHNS:LON4064,BLACKS FORD,50.3,LONICERA LOOP - 4064,_cte_leadsp
LS-002473,NORTH:YEL12150,CEDAR BAY,50.3,YELLOW BLUFF RD - 12150,_cte_lead
LS-002071,SOUTH:SKY10900,MANDARIN,19.63495408,SKYLARK DR - 10900,_cte_lead
LS-002457,STJOHNS:WIN1904,BLACKS FORD,50.3,WINDY WAY E - 1904,_cte_leadsp
LS-000393,STJOHNS:BIS3460,JCP,50.3,BISHOP ESTATES RD - 3460,_cte_leadsp
LS-002020,EAST:SAX13745,ARLINGTON EAST,19.63495408,SAXON LAKE DR - 13745,_cte_lead
LS-000888,STJOHNS:FLO677,JCP,50.3,FLORA BRANCH BLVD - 677-1,_cte_leadsp
LS-001871,NORTH:RIC12507,CEDAR BAY,28.3,RICHFIELD BLVD - 12507,_cte_lead
LS-001699,STJOHNS:PEP852,JCP,50.3,PEPPERVINE AVE - 852,_cte_leadsp
LS-002220,WEST:SUE1029,BUCKMAN,50.3,SUEMAC RD - 1029,_cte_lead
LS-001215,SOUTH:LAK12551-1,MANDARIN,50.3,LAKE GARDENS DR - 12551,_cte_leadsp
LS-000954,NORTH:GLE12293,CEDAR BAY,28.3,GLENN HOLLOW DR - 12293,_cte_lead
LS-001473,EAST:MIS12090,ARLINGTON EAST,28.3,MISTY WATER DR N - 12090,_cte_lead
LS-001814,WEST:PER4301,BUCKMAN,28.3,PEREMETER INDUSTRIAL PKWY E - 4301,_cte_lead
LS-002306,NORTH:TRA14695,CEDAR BAY,50.3,TRANQUILITY CREEK DR - 14695,_cte_leadsp
LS-000692,NORTH:DAY12520,CEDAR BAY,28.3,DAYLIGHT TRL - 12520,_cte_lead
LS-002371,NORTH:VIC3534,CEDAR BAY,78.5,VICTORIA LAKES DR N - 3534,_cte_lead
LS-002378,NORTH:WAG12512,CEDAR BAY,28.3,WAGES WAY E - 12512,_cte_lead
LS-001533,NORTH:NEW1490,CEDAR BAY,28.3,NEW BERLIN RD - 1490,_cte_lead
LS-002224,NORTH:SUM581,CEDAR BAY,50.3,SUMMER BREEZE DR N - 581,_cte_lead
LS-001189,EAST:KER12591,ARLINGTON EAST,50.3,KERNAN FOREST BLVD - 12591,_cte_lead
LS-001637,WEST:OLD6712,SOUTHWEST,28.3,OLD MIDDLEBURG RD - 6712,_cte_lead
LS-001147,WEST:JAM6034,SOUTHWEST,19.63495408,JAMMES RD - 6034,_cte_lead
LS-002199,WEST:STE4403,SOUTHWEST,28.3,STEAMBOAT SPRINGS DR E - 4403,_cte_lead
LS-001472,WEST:MIS8017,SOUTHWEST,28.3,MISTY MEADOWS CT N - 8017,_cte_lead
LS-000509,EAST:CAN801,ARLINGTON EAST,50.3,CANDLEBARK DR - 801,_cte_lead
LS-000496,SOUTH:BUR11201,ARLINGTON EAST,78.5,BURNT MILL RD - 11201,_cte_lead
LS-001036,WEST:HAW7402,SOUTHWEST,50.3,HAWKS CLIFF CT - 7402,_cte_lead
LS-002051,SOUTH:SHI4695,ARLINGTON EAST,28.3,SHILOH MILL BLVD - 4695,_cte_lead
LS-002373,WEST:VID7094,SOUTHWEST,28.3,VIDA LN - 7094,_cte_lead
LS-000727,WEST:DIR4500,BUCKMAN,28.3,DIRECTORS RD - 4500,_cte_lead
LS-000109,NORTH:APP10922,CEDAR BAY,28.3,APPLE BLOSSOM TRL E - 10922,_cte_lead
LS-000259,SOUTH:BAY8036,ARLINGTON EAST,113.1,BAYMEADOWS RD E - 8036,_cte_lead
LS-000047,WEST:1185823,SOUTHWEST,50.3,118TH ST - 5823,_cte_lead
LS-000898,NORTH:FOR11221,CEDAR BAY,50.3,FORESTDALE RD - 11221,_cte_lead
LS-001481,SOUTH:MON7819,ARLINGTON EAST,50.3,MONTEREY BAY DR - 7819,_cte_lead
LS-000791,EAST:EDE6210,ARLINGTON EAST,28.3,EDENFIELD RD - 6210,_cte_lead
LS-001673,WEST:PAN11182,SOUTHWEST,50.3,PANTHER CREEK PKWY - 11182,_cte_lead
LS-000983,STJOHNS:GRE137,BLACKS FORD,28.3,GREENFIELD DR - 137,_cte_lead
LS-001209,NORTH:LAD688,CEDAR BAY,40.7,LADY LAKE RD - 688,_cte_lead
LS-000390,NORTH:BIS12300,CEDAR BAY,78.5,BISCAYNE BLVD - 12300,_cte_lead
LS-002433,NASSAU:WIL76688,NASSAU,50.3,WILLIAM BURGESS BLVD - 76688,_cte_lead
LS-001896,NASSAU:RIV86322,NASSAU,50.3,RIVERWOOD DR - 86322,_cte_lead
LS-001066,NASSAU:HIC86072,NASSAU,50.3,HICKOX RD - 86072,_cte_lead
LS-001133,EAST:INT7535,MONTEREY,28.3,INTERNATIONAL VILLAGE DR - 7535,_cte_lead
LS-001362,NORTH:LOR791,CEDAR BAY,50.3,LORD NELSON BLVD - 792,_cte_lead
LS-002289,SOUTH:TOU8362,ARLINGTON EAST,113.1,TOUCHTON RD - 8362,_cte_lead
LS-001344,NASSAU:LEN28594,NASSAU,50.3,LENTS RD - 28594,_cte_lead
LS-001500,WEST:MOR6857,SOUTHWEST,50.3,MORSE AVE - 6857,_cte_lead
LS-001169,WEST:JUL3805,SOUTHWEST,28.3,JULIA MARIE DR - 3805,_cte_lead
LS-000381,EAST:BER13123,ARLINGTON EAST,50.3,BERWICKSHIRE DR - 13123,_cte_lead
LS-001156,NORTH:JER11477,CEDAR BAY,50.3,JERRY ADAM DR - 11477,_cte_lead
LS-000838,EAST:EME4211,ARLINGTON EAST,28.3,EMERALD BAY DR - 4211,_cte_lead
LS-002393,SOUTH:WAT10014,ARLINGTON EAST,28.3,WATERMARK LN W - 10014,_cte_lead
LS-002343,EAST:UNI4598,ARLINGTON EAST,28.3,UNIVERSITY BLVD N - 4598,_cte_lead
LS-002091,STJOHNS:SOU921,JCP,78.5,SOUTHERN CREEK DR - 921,_cte_leadsp
LS-000951,STJOHNS:GIN6350,GREENLAND,78.5,GINNIE SPRINGS RD - 6350,_cte_leadsp
LS-001694,NORTH:PEC14063,CEDAR BAY,50.3,PECAN PARK RD - 14063,_cte_lead
LS-001816,NORTH:PRO5051,CEDAR BAY,50.3,PROPELLER DR - 5051,_cte_lead
LS-000428,NORTH:BLO9362,CEDAR BAY,113.1,BLOUNT ISLAND BLVD - 9362,_cte_lead
LS-001766,SOUTH:PIN11003,MANDARIN,19.63495408,PINE ACRES RD - 11003,_cte_lead
LS-000900,WEST:FOR65,BUCKMAN,28.3,FORT MILTON DR - 65,_cte_lead
LS-000400,STJOHNS:BLA4983,BLACKS FORD,28.3,BLACKHAWK DR - 4983,_cte_lead
LS-001221,NORTH:LAK155,CEDAR BAY,28.3,LAKE RUN BLVD - 155,_cte_lead
LS-001674,NASSAU:PAR3970,NASSAU,28.3,PARADISE COMMONS - 37090,_cte_lead
LS-000881,NORTH:FIS14130,CEDAR BAY,50.3,FISH EAGLE DR E - 14130,_cte_lead
LS-001009,NASSAU:NOR86857,NASSAU,50.3,NORTH HAMPTON CLUB WAY - 86857,_cte_lead
LS-000780,NASSAU:EAS86257,NASSAU,50.3,EASTPORT DR - 86257,_cte_lead
LS-001914,WEST:ROO6331,SOUTHWEST,50.3,ROOSEVELT BLVD - 6331,_cte_lead
LS-000443,NASSAU:BOS85231,NASSAU,28.3,BOSTICK WOOD DR - 85231,_cte_lead
LS-000817,STJOHNS:EGR13788,MANDARIN,50.3,EGRETS NEST DR - 13788,_cte_lead
LS-000346,EAST:BEA11247,ARLINGTON EAST,28.3,BEACON DR - 11247,_cte_lead
LS-002177,STJOHNS:STJ190,BLACKS FORD,50.3,ST JOHNS FOREST BLVD - 190,_cte_lead
LS-000917,EAST:FTC12720,ARLINGTON EAST,28.3,FT CAROLINE RD - 12720,_cte_lead
LS-001798,EAST:POR11221,ARLINGTON EAST,64,PORTSIDE DR - 11221,_cte_lead
LS-000923,EAST:FUL5047,ARLINGTON EAST,28.3,FULTON RD - 5047,_cte_lead
LS-001490,EAST:MON4621,ARLINGTON EAST,50.3,MONUMENT POINT CIR - 4621,_cte_leadsp
LS-001610,EAST:JIG4423,ARLINGTON EAST,50.3,JIGGERMAST AVE - 4423,_cte_lead
LS-000149,EAST:ASH4894,ARLINGTON EAST,28.3,ASHLEY MANOR WAY W - 4894,_cte_lead
LS-001506,EAST:KIN11433,ARLINGTON EAST,28.3,KINGSLEY MANOR WAY - 11433,_cte_lead
LS-000419,WEST:BLA7200,SOUTHWEST,28.3,BLANDING BLVD - 7200,_cte_lead
LS-001765,NASSAU:PIE96158,NASSAU,50.3,PIEDMONT DR - 96158,_cte_lead
LS-001935,EAST:SAF2748,ARLINGTON EAST,28.3,SAFESHELTER DR S - 2748,_cte_lead
LS-001489,EAST:MON4245,ARLINGTON EAST,28.3,MONUMENT RD - 4245,_cte_lead
LS-001672,EAST:PAL5512,ARLINGTON EAST,28.3,PALMETTO INLET E - 5512,_cte_lead
LS-001425,EAST:MCC12943,ARLINGTON EAST,28.3,MCCORMICK RD - 12943,_cte_lead
LS-000993,WEST:GRE7677,SOUTHWEST,50.3,GREGORY DR - 7677,_cte_lead
LS-001488,EAST:MON3333,ARLINGTON EAST,19.63495408,MONUMENT RD - 3333,_cte_lead
LS-002333,EAST:UNI4449,ARLINGTON EAST,28.3,UNIVERSITY BLVD N - 4449,_cte_lead
LS-000550,WEST:CHA3795,SOUTHWEST,28.3,CHAFFEE RD S - 3795,_cte_lead
LS-001509,EAST:MTP12934,ARLINGTON EAST,28.3,MOUNT PLEASANT RD - 12934,_cte_lead
