CMMS_ASSET_ID,PI_TAG,BASIN,AREA_FT2,STATION_NAME,TEMPLATE
LS-002438,NORTH:WIL8765,CEDAR BAY,50.3,WILLIAM MILLS ST - 8765,_cte_lead
LS-002352,SOUTH:UNI3534,BUCKMAN,19.63495408,UNIVERSITY BLVD W - 3534,_cte_leadsp
LS-001777,SOUTH:PLA8201,ARLINGTON EAST,19.63495408,PLAZA GATE LN - 8201,_cte_leadsp
LS-000255,SOUTH:BAY3847,ARLINGTON EAST,19.63495408,BAYMEADOWS RD - 3847,_cte_leadsp
LS-002041,WEST:SHA7310,SOUTHWEST,28.3,SHARBETH DR S - 7310,_cte_lead
LS-001018,EAST:HAR4234,ARLINGTON EAST,28.3,HARBOUR ISLAND DR - 4234,_cte_lead
LS-001889,EAST:RIV4544,ARLINGTON EAST,38.5,RIVER TRAIL RD - 4544,_cte_lead
LS-001068,EAST:HID12051,ARLINGTON EAST,28.3,HIDDEN HILLS DR - 12051,_cte_lead
LS-002903,NORTH:BLO8998,CEDAR BAY,50.3,BLOUNT ISLAND BLVD - 8998,_cte_lead
LS-000427,NORTH:BLO9240,CEDAR BAY,50.3,BLOUNT ISLAND BLVD - 9240,_cte_lead
LS-000429,NORTH:BLO9950,CEDAR BAY,50.3,BLOUNT ISLAND BLVD - 9950,_cte_lead
LS-000430,NORTH:BLO9969,CEDAR BAY,50.3,BLOUNT ISLAND BLVD - 9969,_cte_lead
LS-002353,EAST:UNI3737,BUCKMAN,28.3,UNIVERSITY BLVD W - 3737,_cte_leadsp
LS-000624,SOUTH:CON3878,ARLINGTON EAST,63,CONGA ST - 3878,_cte_leadsp
LS-000262,SOUTH:BAY7611,ARLINGTON EAST,28.3,BAYMEADOWS WAY W - 7611,_cte_lead
LS-001470,EAST:MIS3900,ARLINGTON EAST,50.3,MISSION HILLS DR E - 3900,_cte_lead
LS-001469,EAST:MIS12501,ARLINGTON EAST,28.3,MISSION HILLS DR  - 12501,_cte_lead
LS-001415,WEST:MAR11399,BUCKMAN,28.3,MARTIN LAKES CT - 11399,_cte_lead
LS-001016,EAST:HAR11036,ARLINGTON EAST,19.63495408,HARBOR CAY CT - 11036,_cte_lead
LS-000759,SOUTH:DUP2859,BUCKMAN,28.3,DUPONT AVE - 2859,_cte_leadsp
LS-002369,SOUTH:VIA3431,ARLINGTON EAST,19.63495408,VIA DE LN REINA - 3431,_cte_leadsp
LS-001685,WEST:PAR13437,SOUTHWEST,216,PARKLAND RD - 13437,_cte_lead
LS-000250,SOUTH:BAY7640,ARLINGTON EAST,50.3,BAYMEADOWS CIR W - 7640,_cte_lead
LS-001207,SOUTH:LAV4181,ARLINGTON EAST,63.6,LA VISTA CIR - 4181,_cte_leadsp
LS-001874,WEST:RIC5115,SOUTHWEST,28.3,RICKER RD - 5115,_cte_lead
LS-000251,SOUTH:BAY7836,ARLINGTON EAST,28.3,BAYMEADOWS CIR W - 7836,_cte_lead
LS-001270,SOUTH:LAS7600,ARLINGTON EAST,19.63495408,LAS PALMAS WAY - 7600,_cte_lead
LS-001613,EAST:OAK2034,ARLINGTON EAST,28.3,OAK WATER DR - 2034,_cte_lead
LS-000858,SOUTH:FAW9748,ARLINGTON EAST,28.3,FAWN BROOK DR - 9748,_cte_lead
LS-001177,EAST:KEN3214,MONTEREY,28.3,KENISTON LN - 3214,_cte_leadsp
LS-001950,SOUTH:SAN4241,ARLINGTON EAST,19.63495408,SAN CLERC RD - 4241,_cte_leadsp
LS-000249,SOUTH:BAY8751,ARLINGTON EAST,28.3,BAYLEAF RD - 8751,_cte_leadsp
LS-001206,SOUTH:LAV2004,BUCKMAN,28.3,LA VACA RD - 2004,_cte_leadsp
LS-000760,SOUTH:DUP3701,BUCKMAN,50.3,DUPONT AVE - 3701,_cte_leadsp
LS-000964,EAST:GOL5219,ARLINGTON EAST,19.63495408,GOLF COURSE DR - 5219,_cte_lead
LS-001094,SOUTH:HOL3655,ARLINGTON EAST,28.3,HOLLY GROVE AVE - 3655,_cte_leadsp
LS-001952,SOUTH:SAN7019,ARLINGTON EAST,19.63495408,SAN FERNANDO PL - 7019,_cte_leadsp
LS-000914,EAST:FTC11610,ARLINGTON EAST,50.3,FT CAROLINE LAKES DR - 11610,_cte_lead
LS-000936,SOUTH:GAT8153,ARLINGTON EAST,50.3,GATE PKWY W - 8153,_cte_lead
LS-000247,SOUTH:BAY7999,ARLINGTON EAST,28.3,BAYBERRY RD - 7999,_cte_lead
LS-002014,EAST:SAN3824,MONTEREY,28.3,SANDY SHORES DR - 3824,_cte_lead
LS-002032,SOUTH:SEG2337,BUCKMAN,19.63495408,SEGOVIA AVE - 2337,_cte_leadsp
LS-000730,SOUTH:DIX8200,ARLINGTON EAST,50.3,DIX ELLIS TRL - 8200,_cte_lead
LS-000909,SOUTH:FRE8585,ARLINGTON EAST,50.3,FREEDOM CROSSING TRL - 8585,_cte_lead
LS-000668,SOUTH:CYP9147,ARLINGTON EAST,28.3,CYPRESS GREEN DR - 9147,_cte_lead
LS-001057,SOUTH:HER7309,ARLINGTON EAST,50.3,HERNANDO RD - 7309,_cte_leadsp
LS-002107,SOUTH:SOU7932,ARLINGTON EAST,28.3,SOUTHSIDE BLVD - 7932,_cte_lead
LS-000856,WEST:FAL7961,SOUTHWEST,28.3,FALCON ST - 7961,_cte_lead
LS-000738,WEST:DUC4807,SOUTHWEST,94,DUCHENEAU DR - 4807,_cte_lead
LS-002077,SOUTH:SMU2301,ARLINGTON EAST,40,SMULLIAN TRL S - 2301,_cte_leadsp
LS-002043,EAST:SHA3667,ARLINGTON EAST,28.3,SHAWNEE SHORES DR - 3667,_cte_lead
LS-002108,SOUTH:SOU7992,ARLINGTON EAST,28.3,SOUTHSIDE BLVD - 7992,_cte_lead
LS-001096,EAST:HOL1945,ARLINGTON EAST,19.63495408,HOLLY OAKS RAVINE DR - 1945,_cte_lead
LS-001813,SOUTH:PRI8331,ARLINGTON EAST,50.3,PRINCETON SQUARE BLVD W - 8331,_cte_lead
LS-001806,SOUTH:PRA7742,ARLINGTON EAST,19.63495408,PRAVER DR E - 7742,_cte_leadsp
LS-000908,SOUTH:FRE8352,ARLINGTON EAST,50.3,FREEDOM CROSSING TRL - 8352,_cte_lead
LS-001980,SOUTH:SAN8520,ARLINGTON EAST,19.63495408,SAN JOSE BLVD - 8520,_cte_leadsp
LS-000546,SOUTH:CES8156,ARLINGTON EAST,19.63495408,CESPERDES AVE - 8156,_cte_leadsp
LS-000589,NORTH:CLE6050,BUCKMAN,28.3,CLEVELAND RD - 6050,_cte_lead
LS-000941,NORTH:GAT826,BUCKMAN,50.3,GATES ST - 826,_cte_lead
LS-001754,NORTH:PIC7605,BUCKMAN,50.3,PICKETT ST - 7605,_cte_lead
LS-002413,SOUTH:WES8533,ARLINGTON EAST,50.3,WESTERN WAY - 8533,_cte_lead
LS-001628,SOUTH:OLD8153,ARLINGTON EAST,28.3,OLD KINGS RD S - 8153,_cte_leadsp
LS-000261,SOUTH:BAY8000,ARLINGTON EAST,28.3,BAYMEADOWS WAY W - 8800,_cte_lead
LS-001355,EAST:LON10400,ARLINGTON EAST,28.3,LONE STAR RD - 10400,_cte_lead
LS-001440,WEST:MEL7619,SOUTHWEST,50.3,MELVIN RD - 7619,_cte_lead
LS-000904,WEST:FOU3710,SOUTHWEST,28.3,FOURAKER RD - 3710,_cte_lead
LS-000562,STJOHNS:CHE14467,GREENLAND,28.3,CHERRY LAKE DR E - 14467,_cte_lead
LS-000981,STJOHNS:GRE6123,GREENLAND,50.3,GREEN POND DR - 6123,_cte_lead
LS-001487,EAST:MON1701,ARLINGTON EAST,28.3,MONUMENT RD - 1701 ,_cte_lead
LS-000481,EAST:BRO38,ARLINGTON EAST,19.63495408,BROOKVIEW DR N - 38,_cte_lead
LS-000959,EAST:GLY1295,ARLINGTON EAST,50.3,GLYNLEA RD - 1295,_cte_lead
LS-000792,SOUTH:EDG4401,MANDARIN,50.3,EDGEWATER CROSSING DR - 4401,_cte_lead
LS-001218,SOUTH:LAK6195,ARLINGTON EAST,50.3,LAKE LUGANO DR - 6195,_cte_lead
LS-002410,SOUTH:WES8652,ARLINGTON EAST,50.3,WESTERN LAKE DR - 8652,_cte_lead
LS-001484,EAST:MON1154,ARLINGTON EAST,78.5,MONUMENT RD - 1154,_cte_lead
LS-000673,NORTH:DST2560,BUCKMAN,55.8,D ST - 2560,_cte_lead
LS-002111,SOUTH:SOU9000,ARLINGTON EAST,50.3,SOUTHSIDE BLVD - 9000,_cte_lead
LS-000901,SOUTH:FOR10320,ARLINGTON EAST,50.3,FORTUNE PKWY - 10320,_cte_lead
LS-001434,SOUTH:MCL10577,ARLINGTON EAST,28.3,MC LAURIN RD E - 10577,_cte_lead
LS-000672,NORTH:DST2415,BUCKMAN,80,D ST - 2415,_cte_leadsp
LS-002223,SOUTH:SUG9237,ARLINGTON EAST,50.3,SUGAR MEADOW TRL - 9237,_cte_lead
LS-001709,SOUTH:PHI10200,ARLINGTON EAST,28.3,PHILIPS HWY - 10200,_cte_lead
LS-001499,WEST:MOR6101,SOUTHWEST,28.3,MORSE AVE - 6101,_cte_lead
LS-000085,NORTH:ALE12193,CEDAR BAY,50.3,ALEXANDRA DR - 12193,_cte_lead
LS-000650,SOUTH:CRE11035,ARLINGTON EAST,50.3,CREEKWOOD DR - 11035,_cte_lead
LS-002206,NORTH:STR6101,BUCKMAN,42,STRAWFLOWER PL - 6101,_cte_lead
LS-000960,EAST:GLY657,ARLINGTON EAST,50.3,GLYNLEA RD - 657,_cte_lead
LS-001268,NORTH:LAN2538,BUCKMAN,28.3,LANTANA AVE - 2538,_cte_lead
LS-000916,EAST:FTC11434,ARLINGTON EAST,28.3,FT CAROLINE RD - 11434,_cte_lead
LS-001176,EAST:KEN968,ARLINGTON EAST,50.3,KENDALL TOWN BLVD - 9687,_cte_lead
LS-001698,EAST:PEE3475,MONTEREY,28.3,PEELER RD - 3475,_cte_lead
LS-001095,EAST:FTC9846,ARLINGTON EAST,50.3,FT CAROLINE RD - 9846,_cte_lead
LS-000303,EAST:BEA14380,ARLINGTON EAST,28.3,BEACH BLVD - 14380,_cte_lead
LS-001558,WEST:NEW5589,SOUTHWEST,113.1,NEW WORLD AVE - 5589,_cte_lead
LS-000305,EAST:BEA14750,ARLINGTON EAST,28.3,BEACH BLVD - 14750,_cte_lead
LS-002419,WEST:WHE4801,BUCKMAN,50.3,WHEELER AVE - 4801,_cte_lead
LS-001683,WEST:PAR4815,BUCKMAN,78.5,PARK ST - 4815,_cte_lead
LS-002271,STJOHNS:TID125,PONCE DE LEON,28.3,TIDES EDGE PL - 125-A,_cte_lead
LS-001003,WEST:HAM1396,BUCKMAN,50.3,HAMILTON ST - 1396,_cte_lead
LS-001410,EAST:MAR4790,ARLINGTON EAST,28.3,MARSH HAMMOCK DR E - 4790,_cte_lead
LS-000855,WEST:FAI711,SOUTHWEST,50.3,FAITH MEMORIAL DR - 711,_cte_lead
LS-000895,EAST:FOG3757,ARLINGTON EAST,28.3,FOGGY VEIL CT - 3757,_cte_lead
LS-001412,EAST:MAR14657,ARLINGTON EAST,38.5,MARSH ISLAND LN - 14657,_cte_lead
LS-002311,STJOHNS:TUR199A,PONCE DE LEON,28.3,TURTLE BAY LN - 85,_cte_lead
LS-000595,EAST:COA3660,ARLINGTON EAST,28.3,COASTAL VIEW DR - 3660,_cte_lead
LS-002006,EAST:SAN4467,ARLINGTON EAST,23.8,SAN PABLO RD S - 4467,_cte_lead
LS-001166,EAST:JOS14450,ARLINGTON EAST,28.3,JOSE VEDRA BLVD - 14450,_cte_lead
LS-002187,EAST:STA14463,ARLINGTON EAST,19.63495408,STACEY RD - 14463,_cte_lead
LS-001903,STJOHNS:ROB687,BLACKS FORD,28.3,ROBERTS RD - 687,_cte_lead
LS-000706,NORTH:DEE908,BUCKMAN,50.3,DEERWOOD CIR N - 908,_cte_lead
LS-000104,NORTH:AND4172,CEDAR BAY,28.3,ANDERSON WOODS DR - 4172,_cte_lead
LS-001462,EAST:MIL1400,ARLINGTON EAST,28.3,MILLCOE RD - 1400,_cte_lead
LS-000536,EAST:CED14600,ARLINGTON EAST,63.6,CEDAR ISLAND DR - 14600,_cte_lead
LS-000646,STJOHNS:CRE1217,BLACKS FORD,28.3,CREEK BEND RD - 1217,_cte_lead
LS-001134,EAST:INT8083,MONTEREY,28.3,INTERNATIONAL VILLAGE DR - 8083,_cte_leadsp
LS-001611,NORTH:OAK11487,CEDAR BAY,50.3,OAKLAWN RD - 11487,_cte_lead
LS-002375,STJOHNS:VIL155,BLACKS FORD,44.4,VILLAGE GREEN AVE - 155,_cte_lead
LS-000666,STJOHNS:CUN1502,BLACKS FORD,28.3,CUNNINGHAM ESTATES RD - 1502,_cte_lead
LS-000448,SOUTH:BOW6817,BUCKMAN,50.3,BOWDEN RD - 6817,_cte_lead
LS-001164,EAST:JON1143,ARLINGTON EAST,28.3,JONES CREEK DR - 1143,_cte_lead
LS-001384,STJOHNS:MAL1353,BLACKS FORD,50.3,MALLARD LANDING BLVD N - 1353,_cte_lead
LS-000582,NORTH:CLA5204,CEDAR BAY,50.3,CLAPBOARD CREEK DR - 5204,_cte_lead
LS-000533,NORTH:CAT5503,CEDAR BAY,50.3,CATTLE CROSSING WAY - 5503,_cte_lead
LS-002192,EAST:STA2722,MONTEREY,50.3,STARDUST CT - 2722,_cte_lead
LS-002465,EAST:WOO2014,MONTEREY,23.8,WOODLEIGH DR W - 2014,_cte_lead
LS-001010,NASSAU:HAM862870,NASSAU,28.3,NORTH HAMPTON CLUB WAY - 862870,_cte_lead
LS-002464,EAST:WOO1820,MONTEREY,19.63495408,WOODLEIGH DR W - 1820,_cte_lead
LS-000379,EAST:BER1044,MONTEREY,19.63495408,BERT RD - 1044,_cte_lead
LS-001877,WEST:RIC6226,SOUTHWEST,28.3,RICKER RD - 6226,_cte_lead
LS-002092,STJOHNS:SOU110,BLACKS FORD,28.3,SOUTHERN GROVE DR - 110,_cte_lead
LS-001486,EAST:MON1500,ARLINGTON EAST,28.3,MONUMENT RD - 1500,_cte_lead
LS-001493,WEST:MOR6600,SOUTHWEST,24,MORET DR S - 6600,_cte_lead
LS-000519,EAST:CAR8043,MONTEREY,44.2,CARLOTTA RD N - 8043,_cte_lead
LS-002296,WEST:TOW5900,SOUTHWEST,50.3,TOWNSEND RD - 5900,_cte_lead
LS-000520,EAST:CAR900,MONTEREY,28.3,CARLOTTA RD W - 900,_cte_lead
LS-000026,WEST:1036650,SOUTHWEST,44.2,103RD ST - 6650,_cte_lead
LS-000929,STJOHNS:GAR1101,BLACKS FORD,78.5,GARRISON DR - 1101,_cte_lead
LS-001784,WEST:PLY4616,BUCKMAN,50.3,PLYMOUTH ST - 4616,_cte_lead
LS-001100,EAST:HOM10220,ARLINGTON EAST,50.3,HOMARD BLVD N - 10220,_cte_lead
LS-002084,STJOHNS:SOU265,BLACKS FORD,50.3,SOUTH HAMPTON CLUB WAY - 255,_cte_lead
LS-001424,EAST:MCC11803,ARLINGTON EAST,28.3,MCCORMICK RD - 11803,_cte_lead
LS-001015,WEST:HAN6927,SOUTHWEST,28.3,HANSON DR N - 6927,_cte_lead
LS-001452,EAST:MER7732,MONTEREY,28.3,MERRILL RD - 7732,_cte_leadsp
LS-002468,EAST:WOO2512,MONTEREY,19.63495408,WOOLERY DR - 2512,_cte_lead
LS-000638,STJOHNS:COU2283,BLACKS FORD,28.3,COUNTY RD 210 - 2283,_cte_lead
LS-001598,WEST:NOR6247,SOUTHWEST,28.3,NORSE DR - 6247,_cte_leadsp
LS-000122,EAST:ARL6912,MONTEREY,19.63495408,ARLEX DR S - 6912,_cte_lead
LS-001420,EAST:MAY2530,MONTEREY,50.3,MAYAPPLE RD E - 2530,_cte_leadsp
LS-000994,WEST:GRE7844,SOUTHWEST,19.63495408,GREGORY DR - 7844,_cte_lead
LS-000712,SOUTH:DEL9092,ARLINGTON EAST,50.3,DEL WEBB PKWY - 9092,_cte_lead
LS-002191,WEST:STA10653,SOUTHWEST,50.3,STANTON HILLS DR - 10653,_cte_lead
LS-000222,NORTH:AYS12621,CEDAR BAY,28.3,AYRSHIRE ST E - 12621,_cte_lead
LS-001797,NORTH:POR1527,CEDAR BAY,28.3,PORTER LAKES DR - 1527,_cte_lead
LS-000617,NASSAU:COM96485,NASSAU,50.3,COMMODORE POINT DR - 96485,_cte_lead
LS-001058,NASSAU:HER96288,NASSAU,50.3,HERON ISLES PKWY - 96289,_cte_lead
LS-001211,NORTH:LAK11845,CEDAR BAY,50.3,LAKE BEND CIR - 11845,_cte_lead
LS-002341,EAST:UNI3518,MONTEREY,23.8,UNIVERSITY BLVD N - 3518,_cte_leadsp
LS-002047,EAST:SHE2280,MONTEREY,28.3,SHEPARD ST - 2280,_cte_lead
LS-002905,NORTH:LEX15648,CEDAR BAY,50.3,LEXINGTON PARK BLVD - 15648,_cte_lead
LS-002325,EAST:UNI1829,MONTEREY,28.3,UNIVERSITY BLVD N - 1829,_cte_lead
LS-000758,NORTH:DUN6678,CEDAR BAY,28.3,DUNN AVE - 6678,_cte_lead
LS-000724,NORTH:DIG6671,CEDAR BAY,50.3,DIGBY LN - 6671,_cte_lead
LS-001311,NORTH:LEM9495,BUCKMAN,28.3,LEM TURNER RD - 9495,_cte_lead
LS-001899,NORTH:ROB11355,CEDAR BAY,113.1,ROBERT MASTERS BLVD - 11355,_cte_lead
LS-001479,SOUTH:MON5001,MANDARIN,28.3,MONROE FOREST DR - 5001,_cte_lead
LS-001654,WEST:ORT4959,SOUTHWEST,50.3,ORTEGA HILLS DR - 4959,_cte_lead
LS-000988,SOUTH:GRE5663,MANDARIN,50.3,GREENLAND RD - 5663,_cte_lead
LS-000984,SOUTH:GRE6593,MANDARIN,50.3,GREENLAND CHASE BLVD - 6593,_cte_lead
LS-000243,SOUTH:BAT6263,MANDARIN,78.5,BATTLE GATE RD - 6263,_cte_lead
LS-002142,NASSAU:STA2597,NASSAU,28.3,SR 9 (I-95 WELCOME CENTER) - 2597,_cte_lead
LS-001329,STJOHNS:LEO9400,BLACKS FORD,50.3,LEO MAGUIRE PKWY - 9400,_cte_lead
LS-000217,NORTH:AUS2152,CEDAR BAY,28.3,AUSTIN CREEK RD - 2152,_cte_lead
LS-000538,NORTH:CEN10446,CEDAR BAY,28.3,CENTERWOOD CT - 10446,_cte_lead
LS-000507,NORTH:CAM11022,CEDAR BAY,28.3,CAMPUS HEIGHTS LN - 11022,_cte_lead
LS-000691,WEST:DAW7839,SOUTHWEST,50.3,DAWSONS CREEK DR - 7839,_cte_lead
LS-000537,NORTH:CED3881,CEDAR BAY,50.3,CEDAR POINT RD - 3881,_cte_lead
LS-001616,WEST:OAK785-2,SOUTHWEST,50.3,OAKLEAF PLANTATION PKWY - 785,_cte_lead
LS-001617,WEST:OAK786,SOUTHWEST,50.3,OAKLEAF PLANTATION PKWY - 786,_cte_lead
LS-002195,NORTH:STA2951,CEDAR BAY,50.3,STARRATT RD - 2951,_cte_lead
LS-001906,EAST:ROG2037,MONTEREY,28.3,ROGERO RD - 2037,_cte_lead
LS-000112,EAST:ARB12026,ARLINGTON EAST,19.63495408,ARBOR LAKE DR - 12026,_cte_lead
LS-001445,WEST:MER8446,SOUTHWEST,50.3,MERCHANTS WAY - 8446,_cte_lead
LS-000111,EAST:ARB11867,ARLINGTON EAST,19.63495408,ARBOR LAKE DR - 11867,_cte_lead
LS-001905,EAST:ROG1807,MONTEREY,19.63495408,ROGERO RD - 1807,_cte_lead
LS-002336,EAST:UNI905,MONTEREY,28.3,UNIVERSITY BLVD N - 905,_cte_lead
LS-000545,EAST:CES955,MONTEREY,28.3,CESERY BLVD - 955,_cte_lead
LS-001692,WEST:PEB3826,SOUTHWEST,50.26548246,PEBBLE BROOK CIR - 3826,_cte_lead
LS-001658,NASSAU:OTT96515,NASSAU,50.3,OTTER RUN DR - 96515,_cte_lead
LS-001413,NASSAU:MAR96135,NASSAU,50.3,MARSH LAKES DR - 96135,_cte_lead
LS-001212,WEST:LAK13433,SOUTHWEST,50.3,LAKE FRETWELL ST - 13433,_cte_lead
LS-003081,WEST:LAK13714,SOUTHWEST,50.3,LAKE FRETWELL ST - 13714,_cte_lead
LS-001827,SOUTH:RGS9174,ARLINGTON EAST,78.5,R G SKINNER PKWY - 9174,_cte_lead
LS-002152,NASSAU:STA474572,NASSAU,50.3,SR 200 (ABC LIQUORS) - 474572,_cte_lead
LS-002272,NASSAU:TIM76437,NASSAU,50.3,TIMBER CREEK BLVD - 76441,_cte_lead
LS-001559,WEST:NEW5987,SOUTHWEST,19.63495408,NEW WORLD AVE - 5987,_cte_lead
LS-001271,EAST:LAS939,MONTEREY,99,LAS ROBIDA DR - 939,_cte_lead
LS-000952,EAST:GLE1012,MONTEREY,28.3,GLEN ECHO RD - 1012,_cte_lead
LS-000133,EAST:ARL7837,MONTEREY,28.3,ARLINGTON EXPY - 7837,_cte_lead
LS-000461,STJOHNS:BRI268,BLACKS FORD,28.3,BRIDGE CREEK DR N - 268,_cte_lead
LS-001273,STJOHNS:LAT2320,PONTE VEDRA,50.26548246,L'ATRIUM CIR N - 2320,_cte_leadsp
LS-000982,STJOHNS:GRE554,BLACKS FORD,19.63495408,GREENBRIAR RD - 554,_cte_lead
LS-000874,STJOHNS:FID3231,PONTE VEDRA,28.3,FIDDLERS HAMMOCK LN - 3231,_cte_lead
LS-002034,STJOHNS:SEN2691,BLACKS FORD,19.63495408,SENECA DR - 2691,_cte_lead
LS-001516,NASSAU:NAS96091,NASSAU,19.63495408,NASSAU PL - 96091,_cte_lead
LS-000134,EAST:ARL8052,MONTEREY,28.3,ARLINGTON EXPY - 8052,_cte_lead
LS-000656,WEST:CRO13541,SOUTHWEST,19.63495408,CROSSOVER ST - 13451,_cte_leadsp
LS-000130,EAST:ARL6233,MONTEREY,19.63495408,ARLINGTON EXPY - 6233,_cte_lead
LS-001686,EAST:PAR8132,MONTEREY,19.63495408,PARKRIDGE CIR S - 8132,_cte_lead
LS-001277,STJOHNS:LEM536,PONTE VEDRA,78.5,LEMASTER DR - 536,_cte_leadsp
LS-002026,STJOHNS:SEA20,PONTE VEDRA,28.3,SEA WINDS LN - 20,_cte_lead
LS-000944,NASSAU:GEN86440,NASSAU,28.3,GENE LASSERRE BLVD - 86440,_cte_lead
LS-000380,EAST:BER833,MONTEREY,28.3,BERT RD - 833,_cte_leadsp
LS-001997,STJOHNS:SAN89,PONTE VEDRA,28.3,SAN JUAN DR - 89,_cte_lead
LS-002008,STJOHNS:SAN7,PONTE VEDRA,28.3,SAND CASTLE DR - 7,_cte_leadsp
LS-000675,NORTH:BRE3211,BUCKMAN,19.63495408,BREVE DR - 3211,_cte_leadsp
LS-001794,STJOHNS:PON651,PONTE VEDRA,28.3,PONTE VEDRA BLVD - 651,_cte_lead
LS-001666,STJOHNS:PAB70A,PONTE VEDRA,28.3,PABLO RD - 70-A,_cte_lead
LS-001793,STJOHNS:PON612,PONTE VEDRA,28.3,PONTE VEDRA BLVD - 612,_cte_lead
LS-000123,EAST:ARL1090,MONTEREY,28.3,ARLINGTON RD - 1090,_cte_lead
LS-000369,EAST:BEL3002,BUCKMAN,50.3,BELAIR RD S - 3002,_cte_lead
LS-000132,EAST:ARL7528,MONTEREY,19.63495408,ARLINGTON EXPY - 7528,_cte_lead
LS-002432,NASSAU:WIL76352,NASSAU,50.3,WILLIAM BURGESS BLVD - 76352,_cte_lead
LS-000653,EAST:CRE6501,MONTEREY,19.63495408,CRESTLINE DR - 6501,_cte_lead
LS-000647,NORTH:CRE1397,CEDAR BAY,50.3,CREEK POINT BLVD - 1397,_cte_lead
LS-001375,NORTH:LEU7709,BUCKMAN,50.3,LUEDERS AVE - 7709,_cte_lead
LS-000958,WEST:GLE4604,BUCKMAN,28.3,GLENWOOD AVE - 4604,_cte_lead
LS-001020,EAST:HAR1511,ARLINGTON EAST,78.5,HARRINGTON PARK DR - 1511,_cte_lead
LS-001411,EAST:MAR13708,ARLINGTON EAST,28.3,MARSH HARBOR DR N - 13708,_cte_lead
LS-000120,WEST:ARG9526,SOUTHWEST,50.3,ARGYLE FOREST BLVD - 9526,_cte_lead
LS-002137,STJOHNS:STA450,JCP,113.1,STATE RD 13 N - 450,_cte_leadsp
LS-000559,EAST:CHA13645,ARLINGTON EAST,50.3,CHARTER CT - 13645,_cte_lead
LS-001826,EAST:QUE1207,ARLINGTON EAST,19.63495408,QUEENS ISLAND CT - 1207,_cte_lead
LS-001825,EAST:QUE1145,ARLINGTON EAST,28.3,QUEENS HARBOR BLVD - 1145,_cte_lead
LS-001812,EAST:PRI13560,ARLINGTON EAST,28.3,PRINCESS KELLY DR - 13560,_cte_lead
LS-001894,EAST:RIV13862,ARLINGTON EAST,50.3,RIVERVIEW DR - 13862,_cte_lead
LS-002057,EAST:SHI673,ARLINGTON EAST,50.3,SHIPWATCH DR E - 673,_cte_lead
LS-001432,WEST:MCG1895,SOUTHWEST,50.3,MCGIRTS POINT BLVD - 1895,_cte_lead
LS-002058,EAST:SHI791,ARLINGTON EAST,28.3,SHIPWATCH DR E - 791,_cte_lead
LS-002056,EAST:SHI1161,ARLINGTON EAST,28.3,SHIPWATCH DR E - 1161,_cte_lead
LS-002895,NASSAU:WIN96124,NASSAU,28.3,WINDSOR DR - 96124,_cte_lead
LS-001823,EAST:QUE225,ARLINGTON EAST,50.3,QUEENS HARBOR BLVD - 225,_cte_lead
LS-000915,EAST:FTC10797,ARLINGTON EAST,70.9,FT CAROLINE RD - 10797,_cte_leadsp
LS-002186,STJOHNS:STJ2084,BLACKS FORD,78.5,ST JOHNS PKWY - 2084,_cte_lead
LS-000600,SOUTH:COL7837,ARLINGTON EAST,28.3,COLLINS GROVE RD - 7837,_cte_lead
LS-000714,EAST:DEL1248,ARLINGTON EAST,19.63495408,DELFINO DR - 1248,_cte_lead
LS-002149,NASSAU:STA463785,NASSAU,63.6,STATE RD 200 - 463785,_cte_lead
LS-000575,WEST:CHU15361,SOUTHWEST,78.5,CHUCKWAGON TRL - 15361,_cte_lead
LS-000774,NORTH:DUV500,CEDAR BAY,63.6,DUVAL STATION RD - 500,_cte_lead
LS-001838,WEST:RAM6800,SOUTHWEST,28.3,RAMONA BLVD - 6800,_cte_lead
LS-002472,STJOHNS:YEL122,PONCE DE LEON,28.3,YELLOW BILL LN - 122,_cte_lead
LS-002048,WEST:SHE4672,SOUTHWEST,50.3,SHERMAN HILLS PKWY - 4682,_cte_lead
LS-000100,NASSAU:AMA85111,NASSAU,78.5,AMARYLLIS CT - 85111,_cte_lead
LS-002909,STJOHNS:SHA6051,GREENLAND,50.3,SHADEHILL RD - 6051,_cte_lead
LS-000890,NASSAU:FLO23874,NASSAU,28.3,FLORA PARKE BLVD - 23874,_cte_lead
LS-001345,NASSAU:GRA28976,NASSAU,50.3,GRANDVIEW MNR - 28976 ,_cte_lead
LS-003274,EAST:LIG3687,ARLINGTON EAST,28.3,LIGHTVIEW LN - 3687,_cte_lead
LS-002215,WEST:SUB4602,SOUTHWEST,28.3,SUB CHASER CT - 4602,_cte_lead
LS-002259,STJOHNS:WES28,BLACKS FORD,50.3,WEST TEAGUE BAY DR - 28,_cte_lead
LS-003110,STJOHNS:STT1397,BLACKS FORD,50.3,ST THOMAS ISLAND PKWY - 1397,_cte_lead
LS-002374,STJOHNS:VIL138,BLACKS FORD,19.63495408,VILLA SOVANA CT - 138,_cte_lead
LS-002185,NASSAU:STT85001,NASSAU,50.3,ST THOMAS  ST - 85001,_cte_lead
LS-003355,STJOHNS:BAR14531,MANDARIN,50.3,BARTRAM PARK BLVD - 14531,_cte_lead
LS-002205,NASSAU:STO96263,NASSAU,50.3,STONEY DR - 96263,_cte_lead
