"Selected(x)","Parent","Name","ObjectType","Template","AttributeValue"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PERIMETER PARK BLVD - 8784","CMMS Asset ID","Attribute","","LS-001703"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PERIMETER PARK BLVD - 8784","PI Tag","Attribute","","SOUTH:PER8784"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PERIMETER PARK BLVD - 8784","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PERIMETER PARK BLVD - 8784","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PERIMETER PARK BLVD - 8784","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","DEERWOOD POINT PL - 7709","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD POINT PL - 7709","CMMS Asset ID","Attribute","","LS-000710"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD POINT PL - 7709","PI Tag","Attribute","","SOUTH:DEE7709"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD POINT PL - 7709","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD POINT PL - 7709","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEERWOOD POINT PL - 7709","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","FIRST COAST TECH PKWY - 5192","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FIRST COAST TECH PKWY - 5192","CMMS Asset ID","Attribute","","LS-001187"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FIRST COAST TECH PKWY - 5192","PI Tag","Attribute","","EAST:FIR5192"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FIRST COAST TECH PKWY - 5192","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FIRST COAST TECH PKWY - 5192","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FIRST COAST TECH PKWY - 5192","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SAN PABLO RD S - 4950","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4950","CMMS Asset ID","Attribute","","LS-002007"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4950","PI Tag","Attribute","","EAST:SAN4950"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4950","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4950","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4950","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","BEAUCLERC RD - 2860","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC RD - 2860","CMMS Asset ID","Attribute","","LS-000349"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC RD - 2860","PI Tag","Attribute","","SOUTH:BEA2860"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC RD - 2860","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC RD - 2860","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MANDARIN\BEAUCLERC RD - 2860","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SUNBEAM RD - 4083","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SUNBEAM RD - 4083","CMMS Asset ID","Attribute","","LS-002231"
"x","WASTEWATER\EST FLOW\MANDARIN\SUNBEAM RD - 4083","PI Tag","Attribute","","SOUTH:SUN4083"
"x","WASTEWATER\EST FLOW\MANDARIN\SUNBEAM RD - 4083","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SUNBEAM RD - 4083","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SUNBEAM RD - 4083","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SAN JOSE BLVD - 10391","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10391","CMMS Asset ID","Attribute","","LS-001957"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10391","PI Tag","Attribute","","SOUTH:SAN10391"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10391","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10391","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 10391","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","LOSCO RD - 4440","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\LOSCO RD - 4440","CMMS Asset ID","Attribute","","LS-001365"
"x","WASTEWATER\EST FLOW\MANDARIN\LOSCO RD - 4440","PI Tag","Attribute","","SOUTH:LOS4440"
"x","WASTEWATER\EST FLOW\MANDARIN\LOSCO RD - 4440","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\LOSCO RD - 4440","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\LOSCO RD - 4440","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","HOOD RD - 10142","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\HOOD RD - 10142","CMMS Asset ID","Attribute","","LS-001105"
"x","WASTEWATER\EST FLOW\MANDARIN\HOOD RD - 10142","PI Tag","Attribute","","SOUTH:HOO10142"
"x","WASTEWATER\EST FLOW\MANDARIN\HOOD RD - 10142","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\HOOD RD - 10142","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MANDARIN\HOOD RD - 10142","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SABAL OAK LN - 8245","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SABAL OAK LN - 8245","CMMS Asset ID","Attribute","","LS-001934"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SABAL OAK LN - 8245","PI Tag","Attribute","","SOUTH:SAB8245"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SABAL OAK LN - 8245","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SABAL OAK LN - 8245","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SABAL OAK LN - 8245","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","PHILLIPS INDUSTRIAL BLVD - 6752","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PHILLIPS INDUSTRIAL BLVD - 6752","CMMS Asset ID","Attribute","","LS-001750"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PHILLIPS INDUSTRIAL BLVD - 6752","PI Tag","Attribute","","SOUTH:PHI6752"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PHILLIPS INDUSTRIAL BLVD - 6752","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PHILLIPS INDUSTRIAL BLVD - 6752","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\PHILLIPS INDUSTRIAL BLVD - 6752","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","ALUMNI WAY - 11220","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALUMNI WAY - 11220","CMMS Asset ID","Attribute","","LS-000098"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALUMNI WAY - 11220","PI Tag","Attribute","","SOUTH:ALU11220"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALUMNI WAY - 11220","Wetwell Area","Attribute","","113.1"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALUMNI WAY - 11220","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALUMNI WAY - 11220","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","JOHN PROM BLVD - 2465","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOHN PROM BLVD - 2465","CMMS Asset ID","Attribute","","LS-001160"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOHN PROM BLVD - 2465","PI Tag","Attribute","","EAST:JOH2465"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOHN PROM BLVD - 2465","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOHN PROM BLVD - 2465","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOHN PROM BLVD - 2465","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","DUNN AVE - 3000","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 3000","CMMS Asset ID","Attribute","","LS-000753"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 3000","PI Tag","Attribute","","NORTH:DUN3000"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 3000","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 3000","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 3000","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","HARTS RD - 10991","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 10991","CMMS Asset ID","Attribute","","LS-001026"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 10991","PI Tag","Attribute","","NORTH:HAR10991"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 10991","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 10991","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\HARTS RD - 10991","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","BROWARD RD - 1530","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\BROWARD RD - 1530","CMMS Asset ID","Attribute","","LS-000485"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BROWARD RD - 1530","PI Tag","Attribute","","NORTH:BRO1530"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BROWARD RD - 1530","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BROWARD RD - 1530","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\BROWARD RD - 1530","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","BAISDEN RD - 74","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\BAISDEN RD - 74","CMMS Asset ID","Attribute","","LS-000226"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BAISDEN RD - 74","PI Tag","Attribute","","NORTH:BAI74"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BAISDEN RD - 74","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\BAISDEN RD - 74","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\BAISDEN RD - 74","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","PINE MOSS RD - 861","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\PINE MOSS RD - 861","CMMS Asset ID","Attribute","","LS-001770"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PINE MOSS RD - 861","PI Tag","Attribute","","NORTH:PIN861"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PINE MOSS RD - 861","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PINE MOSS RD - 861","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\PINE MOSS RD - 861","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","CORPORATE SQUARE BLVD - 1706","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CORPORATE SQUARE BLVD - 1706","CMMS Asset ID","Attribute","","LS-000634"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CORPORATE SQUARE BLVD - 1706","PI Tag","Attribute","","EAST:COR1706"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CORPORATE SQUARE BLVD - 1706","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CORPORATE SQUARE BLVD - 1706","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CORPORATE SQUARE BLVD - 1706","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","BIGGIN CHURCH RD W - 3891","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BIGGIN CHURCH RD W - 3891","CMMS Asset ID","Attribute","","LS-000385"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BIGGIN CHURCH RD W - 3891","PI Tag","Attribute","","EAST:BIG3891"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BIGGIN CHURCH RD W - 3891","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BIGGIN CHURCH RD W - 3891","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BIGGIN CHURCH RD W - 3891","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","CANYON FALLS DR S - 14051","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CANYON FALLS DR S - 14051","CMMS Asset ID","Attribute","","LS-000512"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CANYON FALLS DR S - 14051","PI Tag","Attribute","","EAST:CAN14051"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CANYON FALLS DR S - 14051","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CANYON FALLS DR S - 14051","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CANYON FALLS DR S - 14051","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SAN PABLO RD S - 2702","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 2702","CMMS Asset ID","Attribute","","LS-002003"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 2702","PI Tag","Attribute","","EAST:SAN2702"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 2702","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 2702","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 2702","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CRESTWICK DR E - 13993","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CRESTWICK DR E - 13993","CMMS Asset ID","Attribute","","LS-000654"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CRESTWICK DR E - 13993","PI Tag","Attribute","","NORTH:CRE13993"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CRESTWICK DR E - 13993","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CRESTWICK DR E - 13993","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CRESTWICK DR E - 13993","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","SEMINOLE AVE - 1103","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SEMINOLE AVE - 1103","CMMS Asset ID","Attribute","","LS-002033"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEMINOLE AVE - 1103","PI Tag","Attribute","","WEST:SEM1103"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEMINOLE AVE - 1103","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\SEMINOLE AVE - 1103","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\SEMINOLE AVE - 1103","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","BROADWAY AVE - 6630","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BROADWAY AVE - 6630","CMMS Asset ID","Attribute","","LS-000476"
"x","WASTEWATER\EST FLOW\BUCKMAN\BROADWAY AVE - 6630","PI Tag","Attribute","","WEST:BRO6630"
"x","WASTEWATER\EST FLOW\BUCKMAN\BROADWAY AVE - 6630","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\BROADWAY AVE - 6630","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BROADWAY AVE - 6630","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","SHINDLER DR - 5490","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 5490","CMMS Asset ID","Attribute","","LS-002052"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 5490","PI Tag","Attribute","","WEST:SHI5490"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 5490","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 5490","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 5490","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","CRYSTAL SPRINGS RD - 9598","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CRYSTAL SPRINGS RD - 9598","CMMS Asset ID","Attribute","","LS-000658"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CRYSTAL SPRINGS RD - 9598","PI Tag","Attribute","","WEST:CRY9598"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CRYSTAL SPRINGS RD - 9598","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CRYSTAL SPRINGS RD - 9598","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CRYSTAL SPRINGS RD - 9598","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","GREENWOOD AVE - 1990","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\GREENWOOD AVE - 1990","CMMS Asset ID","Attribute","","LS-000992"
"x","WASTEWATER\EST FLOW\BUCKMAN\GREENWOOD AVE - 1990","PI Tag","Attribute","","WEST:GRE1990"
"x","WASTEWATER\EST FLOW\BUCKMAN\GREENWOOD AVE - 1990","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\GREENWOOD AVE - 1990","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\GREENWOOD AVE - 1990","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","LAKE SHORE BLVD - 1755","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKE SHORE BLVD - 1755","CMMS Asset ID","Attribute","","LS-001222"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKE SHORE BLVD - 1755","PI Tag","Attribute","","WEST:LAK1755"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKE SHORE BLVD - 1755","Wetwell Area","Attribute","","113.1"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKE SHORE BLVD - 1755","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKE SHORE BLVD - 1755","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","MORET DR E - 5631","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR E - 5631","CMMS Asset ID","Attribute","","LS-001492"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR E - 5631","PI Tag","Attribute","","WEST:MOR5631"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR E - 5631","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR E - 5631","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR E - 5631","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","SHINDLER DR - 7520","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 7520","CMMS Asset ID","Attribute","","LS-002054"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 7520","PI Tag","Attribute","","WEST:SHI7520"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 7520","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 7520","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\SHINDLER DR - 7520","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","INVERMERE BLVD - 7702","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\INVERMERE BLVD - 7702","CMMS Asset ID","Attribute","","LS-001136"
"x","WASTEWATER\EST FLOW\SOUTHWEST\INVERMERE BLVD - 7702","PI Tag","Attribute","","WEST:INV7702"
"x","WASTEWATER\EST FLOW\SOUTHWEST\INVERMERE BLVD - 7702","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\INVERMERE BLVD - 7702","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\INVERMERE BLVD - 7702","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","BEECHFERN LN E - 8622","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\BEECHFERN LN E - 8622","CMMS Asset ID","Attribute","","LS-000368"
"x","WASTEWATER\EST FLOW\SOUTHWEST\BEECHFERN LN E - 8622","PI Tag","Attribute","","WEST:BEE8622"
"x","WASTEWATER\EST FLOW\SOUTHWEST\BEECHFERN LN E - 8622","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\BEECHFERN LN E - 8622","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\BEECHFERN LN E - 8622","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","ARGYLE FOREST BLVD - 6491","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\ARGYLE FOREST BLVD - 6491","CMMS Asset ID","Attribute","","LS-000116"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ARGYLE FOREST BLVD - 6491","PI Tag","Attribute","","WEST:ARG6491"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ARGYLE FOREST BLVD - 6491","Wetwell Area","Attribute","","100"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ARGYLE FOREST BLVD - 6491","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\ARGYLE FOREST BLVD - 6491","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","CHESWICK OAK AVE - 8550","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHESWICK OAK AVE - 8550","CMMS Asset ID","Attribute","","LS-000570"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHESWICK OAK AVE - 8550","PI Tag","Attribute","","WEST:CHE8550"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHESWICK OAK AVE - 8550","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHESWICK OAK AVE - 8550","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHESWICK OAK AVE - 8550","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","MANDARIN RD - 12931","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\MANDARIN RD - 12931","CMMS Asset ID","Attribute","","LS-001390"
"x","WASTEWATER\EST FLOW\MANDARIN\MANDARIN RD - 12931","PI Tag","Attribute","","SOUTH:MAN12931"
"x","WASTEWATER\EST FLOW\MANDARIN\MANDARIN RD - 12931","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\MANDARIN RD - 12931","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\MANDARIN RD - 12931","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","RIVERGATE TRL - 1737","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\RIVERGATE TRL - 1737","CMMS Asset ID","Attribute","","LS-001891"
"x","WASTEWATER\EST FLOW\MANDARIN\RIVERGATE TRL - 1737","PI Tag","Attribute","","SOUTH:RIV1737"
"x","WASTEWATER\EST FLOW\MANDARIN\RIVERGATE TRL - 1737","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\RIVERGATE TRL - 1737","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\RIVERGATE TRL - 1737","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SAN JOSE BLVD - 12200","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 12200","CMMS Asset ID","Attribute","","LS-001965"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 12200","PI Tag","Attribute","","SOUTH:SAN12200"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 12200","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 12200","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 12200","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","HEATHER GROVE LN - 11745","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\HEATHER GROVE LN - 11745","CMMS Asset ID","Attribute","","LS-001040"
"x","WASTEWATER\EST FLOW\MANDARIN\HEATHER GROVE LN - 11745","PI Tag","Attribute","","SOUTH:HEA11745"
"x","WASTEWATER\EST FLOW\MANDARIN\HEATHER GROVE LN - 11745","Wetwell Area","Attribute","","28.3"
