ANCILLARYROLE,ENABLED,FAC_OWNER,FAC_STATE,PLACED_BY,MODIFIED_BY,DATE_PLACED,DATE_MODIFIED,GPS_X_COORD,GPS_Y_COORD,SYMBOL_ROTATION,DATA_SOURCE,SUBTYPE,MANHOLE_TYPE,DEPTH,MATERIAL,LINING_MATERIAL,RIM_ELEVATION,DATE_LINED,DATE_CLEANED,DROP_TYPE,CAPITAL_PROJECT_NUMBER,DATE_INSTALLED,WBID_NUMBER,WBID_NAME,H2S_RESIDUE_PRESENT,CMMS_ASSET_ID,LARGE_GRID,SMALL_GRID,GPS_LATITUDE,GPS_LONGITUDE,RFID_BARCODE,PI_TAG,GLOBALID,MANUFACTURER,AVAIL_NUM,MANHOLE_SIZE,BASIN_LOWPT,RECEIVING_PUMPSTATION,RECEIVING_PLANT,CF_AS_BUILT,CF_MATERIAL,CF_LINING_MATERIAL,CF_DATE_LINED,CF_DEPTH,CF_RIM_ELEVATION,LINING_MANUFACTURER,MODEL_NODE,EXT_JOINT_TAPE_MANUFACTURER,EXT_JOINT_TAPE_TYPE,MANHOLE_DIMENSIONS,LIDAR_RIM_ELEVATION,LIDAR_SOURCE,GIS_OID,btm
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,457897.4758,2292135.6545,NA,87789-813,1,A,5.73,Precast,Other,24.78,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472735,NA,NA,30.6369552,-81.6304289,NA,NA,{CF050FA2-6055-4494-8BC9-A96D60623508},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887386,19.05
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,457767.0546,2292311.9333,NA,87789-813,1,A,12.55,Precast,Other,24.67,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472736,NA,NA,30.6374378,-81.6308467,NA,NA,{10E812DF-7F62-46AA-9B5C-1F8B53CE2B04},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887389,12.120000000000001
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,457866.7347,2292330.1207,NA,87789-813,1,B,11.6,Precast,Other,24.12,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472737,NA,NA,30.6374894,-81.6305301,NA,NA,{941E0EB4-AE3D-4227-BAE2-771211715FE2},Other,2020-2433,5,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887390,12.520000000000001
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458083.16,2292345.62,NA,87789-813,1,A,11.33,Precast,Other,24.63,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472738,NA,NA,30.6375353,-81.6298422,NA,NA,{A71FBF7D-72E3-4DA8-9D42-B7DEE6B80583},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887391,13.299999999999999
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458312.5584,2292353.973,NA,87789-813,1,A,10.89,Precast,Other,24.99,2022-10-01T00:00:00Z,NA,Inside,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472739,NA,NA,30.6375618,-81.629113,NA,NA,{07EBCF85-D826-437F-BE77-D2FDB3E1B689},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887392,14.099999999999998
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458509.3108,2292370.3278,NA,87789-813,1,A,10.61,Precast,Other,25.42,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472740,NA,NA,30.6376098,-81.6284877,NA,NA,{D56D532C-6472-4C6D-BC2A-396B9F109447},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887393,14.810000000000002
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458660.8698,2292457.1052,NA,87789-813,1,A,9.46,Precast,Other,25,2022-10-01T00:00:00Z,NA,Inside,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472741,NA,NA,30.6378507,-81.6280074,NA,NA,{DD0B1C3C-AA6E-4C48-859B-0FEB21E8D279},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887394,15.54
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458731.8006,2292589.9441,NA,87789-813,1,A,8.35,Precast,Other,24.68,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472742,NA,NA,30.638217,-81.6277842,NA,NA,{E040E1BE-FBAB-4F42-A00F-772B270E26C8},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887395,16.33
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458308.3039,2292635.6413,NA,87789-813,1,A,8.52,Precast,Other,24.37,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472743,NA,NA,30.6383361,-81.6291316,NA,NA,{D3DDD0D4-40AB-4942-9167-B7D0294E6BE5},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887396,15.850000000000001
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458794.0192,2292780.153,NA,87789-813,1,A,7.83,Precast,Other,25,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472744,NA,NA,30.6387409,-81.6275898,NA,NA,{AC66FAE5-97AE-4B2F-8B7D-1B6CF967EA41},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887397,17.17
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458230.7485,2292795.9645,NA,87789-813,1,A,9.03,Precast,Other,25.53,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472745,NA,NA,30.6387757,-81.629381,NA,NA,{151CD1B1-547C-4B85-A0A8-EB3328D862F7},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887398,16.5
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458143.2687,2292831.5924,NA,87789-813,1,A,5.76,Precast,Other,24.66,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472746,NA,NA,30.6388723,-81.6296598,NA,NA,{C716AB22-8B13-4381-B55F-95A36E4D429F},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887399,18.9
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458317.1658,2292862.1741,NA,87789-813,1,A,7.66,Precast,Other,24.71,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472747,NA,NA,30.6389591,-81.6291074,NA,NA,{00568D23-337D-4E8C-88CE-6604C77206C2},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887400,17.05
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458684.9853,2292985.4612,NA,87789-813,1,A,5.33,Precast,Other,24.12,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472748,NA,NA,30.6393037,-81.6279401,NA,NA,{35EDC279-109F-4D85-808D-0DC7CC765145},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887401,18.79
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,458785.4522,2292992.5534,NA,87789-813,1,A,5.94,Precast,Other,24.05,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472749,NA,NA,30.6393247,-81.6276208,NA,NA,{29EA62DB-2936-4793-8FFF-D00E06E8AAD9},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887402,18.11
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,459043.4025,2293025.8855,NA,87789-813,1,A,5.82,Precast,Other,24.93,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472750,NA,NA,30.6394203,-81.6268012,NA,NA,{910FE70A-EC6A-4AC8-9969-7D7528557BB8},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887403,19.11
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,459133.9174,2293093.8248,NA,87789-813,1,A,4.92,Precast,Other,24.52,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472751,NA,NA,30.6396085,-81.6265146,NA,NA,{7BBC8165-A24A-483E-9F40-7A659E16754B},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887404,19.6
NA,1,JEA,INS,gamaaw,picktn,2023-09-06T00:00:00Z,2023-10-20T00:00:00Z,459171.9237,2293200.9593,NA,87789-813,1,A,4.96,Precast,Other,25.19,2022-10-01T00:00:00Z,NA,Unknown,-999,2022-10-01T00:00:00Z,2142,UNNAMED SLOUGH,NA,MH-3472752,NA,NA,30.6399036,-81.6263956,NA,NA,{7E10A100-1A48-4D27-B31D-57DFED194B8B},Other,2020-2433,4,NA,NA,WW-005,NA,As Built,As Built,As Built,As Built,As Built,PRO-TECH COATINGS,NA,Rub-R-Nek/Henry Company,RAMNEK,NA,NA,NA,887405,20.23
