"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG"
"LS-002203","STONEBRIER RIDGE DR","3156","WWL:WEST:STO3156"
"LS-002261","TEQUESTA CT","5316","WWL:WEST:TEQ5316"
"LS-002910","TIDECREST PKWY","92","WWL:STJOHNS:TID92"
"LS-002305","TRAILS END RD","7457","WWL:EAST:TRA7457"
"LS-002331","UNIVERSITY BLVD N","3500","WWL:EAST:UNI3500"
"LS-002342","UNIVERSITY BLVD N","4085","WWL:EAST:UNI4085"
"LS-002365","VENETIAN AVE","86014","WWL:NASSAU:VEN86014"
"LS-002372","VICTORIA PARK RD","3176","WWL:SOUTH:VIC3176"
"LS-002379","WAKEVIEW DR","667","WWL:WEST:WAK667"
"LS-002381","WALDEN SPRINGS WAY","14951","WWL:STJOHNS:WAL14951"
"LS-002392","WATCH TOWER DR","12014","WWL:SOUTH:WAT12014"
"LS-002399","WAYLAND ST","3758","WWL:EAST:WAY3758"
"LS-002451","WILSON ST","3110","WWL:NORTH:WIL3110"
"LS-002453","WINCHESTER LN","2484","WWL:STJOHNS:WIN2484"
"LS-002462","WOOD DUCK HOLLOW","1195","WWL:STJOHNS:WOO1195"
"LS-002907","YEAGER RD","10480","WWL:NORTH:YEA10480"
"LS-001377","MAGNOLIA GROVE WAY","16433","WWL:NORTH:MAG16433"
"LS-003192","WESTLAND OAKS DR","7445","WWL:WEST:WES7445"
"LS-000510","CANEY WOOD CT S","2418","WWL:NORTH:CAN2418"
"LS-001862","RHODE ISLAND DR W","6910","WWL:NORTH:RHO6910"
"LS-001623","OLD BLUFF DR","150","WWL:STJOHNS:OLD150"
"BPS-003387","TWIN CREEK DR","106","WWL:STJOHNS:TWI106M"
"LS-000961","GOLDEN BAMBOO DR","8235","WWL:WEST:GOL8235"
"LS-003220","DAVIS PARK RD","74","WWL:STJOHNS:DAV74"
"LS-003177","PRAIRIE PARKE PL","32026","WWL:NASSAU:PRA32026"
"LS-000516","CARACARA DR","9344","WWL:WEST:CAR9344"
"LS-003176","SUNNY PARKE DR","32664","WWL:NASSAU:SUN32664"
"LS-003196","ILAH RD","10466","WWL:SOUTH:ILA10446"
"LS-001498","MORSE AVE","6084","WWL:WEST:MOR6084"
"LS-003247","NEW WORLD AVE","4950","WWL:WEST:NEW4950"
"LS-000299","BEACH BLVD","14008","WWL:EAST:BEA14008"
"LS-003322","BISCAYNE GROVE LN","1406","WWL:NORTH:BIS1406"
"LS-001608","NOTTAGE HILL ST","801-1","WWL:STJOHNS:NOT801"
"LS-000514","CAPPER RD","3230","WWL:NORTH:CAP3230"
"LS-003478","CHERYL ANN LN","8572","WWL:WEST:CHE8572"
"LS-001639","OLD PIONEER RD","7184","WWL:WEST:OLD7184"
"LS-003367","STERNWHEEL DR","382","WWL:STJOHNS:STE382"
"LS-003281","PORT INDUSTRIAL DR","2627","WWL:NORTH:POR2627"
"LS-001328","LENTS  RD","87073","WWL:NASSAU:LEN87073"
"LS-000535","CEDAR BRANCH RD","10889","WWL:NORTH:CED10889"
"LS-002426","WILD CHERRY DR","95318","WWL:NASSAU:WIL95318"
"LS-000437","BLUEWATER DR","733","WWL:STJOHNS:BLU733"
"LS-000436","BLUEWATER DR","1323","WWL:STJOHNS:BLU1323"
"LS-000435","BLUEWATER DR","125","WWL:STJOHNS:BLU125"
"LS-000397","BLACK CHERRY DR","908","WWL:STJOHNS:BLA908"
"LS-000221","AVIATION DR","855","WWL:EAST:AVI855"
"LS-000237","BARTRAM PARK BLVD","14041","WWL:STJOHNS:BAR14041"
"LS-002049","SHETLAND DR","172","WWL:STJOHNS:SHE172"
"LS-001378","MAHOGANY BAY DR","189","WWL:STJOHNS:MAH189"
"LS-001819","PURITAN RD","42","WWL:STJOHNS:PUR42"
"LS-001822","QUEEN VICTORIA AVE","218","WWL:STJOHNS:QUE218"
"LS-001810","PRINCE ALBERT AVE","183","WWL:STJOHNS:PRI183"
"LS-002475","YORKSHIRE DR","97093","WWL:NASSAU:YOR97093"
"LS-001601","NORTH DURBIN PKWY","585","WWL:STJOHNS:DUR585"
"LS-001597","NOROAD","8591","WWL:WEST:NOR8591"
"LS-000912","FT CAROLINE HARBOR DR","3752","WWL:EAST:FTC3752"
"LS-002368","VEVERAS DR","14001","WWL:STJOHNS:VEV14001"
"LS-001947","SAM CARUSO WAY","11400","WWL:WEST:SAM11400"
"LS-000945","GENERAL AVE","10288","WWL:WEST:GEN10288"
"LS-001883","RINGNECK DR","3763","WWL:NORTH:RIN3763"
"LS-000236","BARTRAM PARK BLVD","13551","WWL:STJOHNS:BAR13551"
"LS-002469","WORTHINGTON PKWY","180","WWL:STJOHNS:WOR180"
"LS-001199","KIRKPATRICK DR","3601","WWL:WEST:KIR3601"
"LS-000795","MCLENDON ST","3335","WWL:NORTH:MCL3335"
"LS-002134","STATE RD 13","3142","WWL:STJOHNS:STA3142"
"LS-001887","RIVER RUN BLVD","1018","WWL:STJOHNS:RIV1018"
"LS-001888","RIVER RUN BLVD","425","WWL:STJOHNS:RIV425"
"LS-001919","ROSES BLUFF RD","87613","WWL:NASSAU:ROS87613"
"LS-000482","BROOKWOOD DR","75025","WWL:NASSAU:BRO75025"
"LS-001037","HAWKS VIEW DR","3689","WWL:WEST:HAW3689"
"LS-002463","WOODBRIDGE PKWY","95346","WWL:NASSAU:WOO95346"
"LS-001210","LAGOON FOREST DR","65134","WWL:NASSAU:LAG65134"
"LS-001885","RIVER GLEN PKWY","65096","WWL:NASSAU:RIV65096"
"LS-002241","SURF BIRD CIR","11874","WWL:SOUTH:SUR11874"
"LS-000114","ARBOR OAK LN","9420","WWL:NORTH:ARB9420"
"LS-001141","IVYHEDGE AVE","1318","WWL:STJOHNS:IVE1318"
"LS-001139","ISLESBROOK PKWY","112","WWL:STJOHNS:ISL112"
"LS-001382","MAJESTIC EAGLE DR","39","WWL:STJOHNS:MAJ39"
"LS-001097","HOLLY BERRY LN","147","WWL:STJOHNS:HOL147"
"LS-003388","FORT WADE RD","63","WWL:STJOHNS:FTW63"
"LS-003900","DURBIN PKWY N","887","WWL:STJOHNS:DUR887"
"LS-003613","FIELD CREST DR S","96","WWL:STJOHNS:FIE96"
"LS-001811","PRINCESS KELLY DR","13383","WWL:EAST:PRI13383"
"LS-000023","MAGNOLIA VALLEY DR","5097","WWL:WEST:MAG5097"
"LS-000777","EAGLE NATURE TRL","5020","WWL:WEST:EAG5020"
"LS-003514","R G SKINNER PKWY","9766","WWL:SOUTH:RGS9766"
"LS-001263","LANIER CREEK DR","11787","WWL:SOUTH:LAN11787"
"LS-000073","AEROSPACE WAY","13650","WWL:WEST:AER13650"
"LS-003513","BARTRAM SPRINGS PKWY","15051","WWL:STJOHNS:BAR15051"
"LS-001783","PLUMMERS CREEK DR","79734","WWL:NASSAU:PLU79734"
"LS-003612","NOCATEE VILLAGE DR","79","WWL:STJOHNS:NOC79"
"LS-003483","FREE AVE","8704","WWL:EAST:FRE8704"
"LS-002376","SANDLE DR","6794","WWL:NORTH:SAN6794"
"LS-003883","CHERRY LAUREL PL","164","WWL:STJOHNS:CHE164"
"LS-003876","DONGALLA CT","19","WWL:EAST:DON17"
"LS-003717","CAPTIVA DR","228","WWL:STJOHNS:CAP228"
"LS-003698","CROSS TOWN DR","884","WWL:STJOHNS:CRO884"
"LS-003709","JASPER AVE","7711","WWL:EAST:JAS7711"
"LS-003485","JASPER AVE","8494","WWL:EAST:JAS8494"
"LS-003484","INDIA AVE","8516","WWL:EAST:IND8516"
"LS-003707","HARE AVE","7700","WWL:EAST:HAR7700"
"LS-003705","HARE AVE","8605","WWL:EAST:HAR8605"
"LS-003706","GALVESTON AVE","8603","WWL:EAST:GAL8603"
"LS-003708","ARLINGTON PL","512","WWL:EAST:ARL512"
"LS-003480","KONA AVE","8469","WWL:EAST:KON8469"
"LS-003704","KONA AVE","8744","WWL:EAST:KON8744"
"LS-003515","LITTLE RIVER RD","343","WWL:STJOHNS:LIT343"
"LS-003886","REDPOLL AVE","5709","WWL:NORTH:RED5709"
"LS-003890","MANGROVE THICKET BLVD","246","WWL:STJOHNS:MAN246"
"LS-003891","HOWLAND DR","156","WWL:STJOHNS:HOW156"
"LS-001475","MONCRIEF RD","3942","WWL:NORTH:MON3942"
"LS-003747","DRYSDALE DR","506","WWL:WEST:DRY509"
"LS-003902","WEXFORD CHASE RD","9498","WWL:SOUTH:WEX9498"
"LS-003901","AIRPORT CENTER DR","80","WWL:NORTH:AIR60"
"LS-003920","PEARL ST N","7891","WWL:NORTH:PEA7891"
"LS-003906","103RD ST","7544","WWL:WEST:1037544"
"LS-002407","WEST VIRGINIA AVE","6911","WWL:NORTH:WES6911"
"LS-003910","SILVERTHORN DR","4649","WWL:SOUTH:OLD12222"
"LS-003921","COMMERCE BLVD","87447","WWL:NASSAU:COM87447"
"LS-003964","WANDERING WOODS WAY","172","WWL:STJOHNS:WAN172"
"LS-003965","FEVER HAMMOCK DR","168","WWL:STJOHNS:FEV168"
"LS-003966","HOOD LANDING RD","12604","WWL:SOUTH:HOO12604"
"LS-001101","HOME PARK CIR E","2223","WWL:EAST:HOM2223"
"LS-003974","BALBOA RD","7106","WWL:SOUTH:BAL7106"
"LS-003978","TAR KILN RD","3925","WWL:SOUTH:TAR3925"
"LS-003979","WORCESTER CT","503","WWL:NORTH:WOR503"
"LS-003980","GOSPEL DR","100","WWL:STJOHNS:GOS100"
"LS-003976","WESTBERRY RD","2829","WWL:SOUTH:WES2829"
"LS-003983","GULFSTREAM WAY","200","WWL:STJOHNS:GUL200"
"LS-003986","PARKSIDE PRESERVE WAY","11162","WWL:SOUTH:PAR11162"
"LS-003984","VESTAVIA CT","105","WWL:STJOHNS:VES103"
"LS-003985","WHITMORE OAKS DR","12386","WWL:SOUTH:WHI12386"
"LS-003989","BRADLEY RD","10078","WWL:EAST:BRA10078"
"LS-003714","PHILIPS HWY","12121","WWL:SOUTH:PHI12121"
"LS-003987","PERDIDO ST","386","WWL:STJOHNS:PER386"
"LS-003995","DEVON PINES DR","8930","WWL:EAST:DEV8930"
"LS-003826","BRISTOL AVE","87057","WWL:NASSAU:BRI87057"
"LS-004000","LONGLEAF BRANCH DR","7326","WWL:WEST:LON7326"
"LS-003999","SUNBEAM RD","4760","WWL:SOUTH:SUN4760"
"LS-004001","JULINGTON CREEK RD","3701","WWL:SOUTH:JUL3701"
"LS-004004","LONGLEAF PINE PKWY","6125","WWL:STJOHNS:LON6125"
"LS-003997","ANN SCOTT DR","251","WWL:STJOHNS:ANN251"
"LS-001120","I-95 REST AREA NORTHBOUND","331","WWL:STJOHNS:RESI95N"
"LS-004012","OAK VALLEY CT","4424","WWL:SOUTH:OAK4424"
"LS-004003","HUTTON LN","16073","WWL:NORTH:HUT16073"
"LS-004006","CHRISTINE MARIE CT","13026","WWL:EAST:CHR13026"
"LS-004008","PREVEZA CT","2878","WWL:EAST:PRE2878"
"LS-004007","ASPEN TRAILS DR","458","WWL:STJOHNS:ASP458"
"LS-004009","BARTRAM CREEK BLVD","14992","WWL:STJOHNS:BAR14992"
"LS-004022","LAGOON COURSE DR","63","WWL:STJOHNS:LAG63"
"LS-004011","NEWBERRY DR","147","WWL:STJOHNS:NEW147"
"LS-004014","CARNATION ST","46","WWL:STJOHNS:CAR46"
"LS-004018","TATE LN","88","WWL:STJOHNS:TAT88"
"LS-004020","BALVENIE DR","258","WWL:STJOHNS:BAL258"
"LS-004025","YELLOW BLUFF RD","14422","WWL:NORTH:YEL14422"
"LS-004015","WILD CYPRESS CIR","814","WWL:STJOHNS:WIL814"
"LS-004028","TIMBER LAKES DR","95151","WWL:NASSAU:TIM95151"
"LS-004023","CEDAR POINT RD","4194","WWL:NORTH:CED4194"
"LS-004019","SPRING CREEK WAY","290","WWL:STJOHNS:SPR290"
"LS-004024","YELLOW BLUFF RD","12771","WWL:NORTH:YEL12771"
"LS-004026","LONE EAGLE WAY","211","WWL:STJOHNS:LON211"
"LS-004021","SENEGAL DR","53","WWL:STJOHNS:SEN53"
"LS-004030","COCONUT PALM PKWY","585","WWL:STJOHNS:COC585"
"LS-004034","PATRIOT RIDGE RD","2079","WWL:WEST:PAT2079"
"LS-004032","ROUEN COVE DR","12276","WWL:NORTH:ROU12276"
"LS-004031","BALLASTONE DR","4970","WWL:SOUTH:BAL4970"
"LS-004027","SOLIS AVE","57","WWL:STJOHNS:SOL57"
"LS-004033","ANILA ST","23","WWL:STJOHNS:ANI23"
"LS-004038","YORK ST","2301","WWL:EAST:YOR2301"
"LS-004036","RUSSELL BRIDGE DR","14749","WWL:STJOHNS:RUS14749"
"LS-004055","BLUEWATER DR","2037","WWL:STJOHNS:BLU2037"
"LS-004042","TIERRA COVE","38","WWL:STJOHNS:TIE38"
"LS-004037","AMALURRA TRL","221","WWL:STJOHNS:AMA221"
"LS-004039","AVENUES WALK BLVD","10910","WWL:SOUTH:AVE10910"
"LS-004048","CASPIA LN","473","WWL:STJOHNS:CAS473"
"LS-004051","STONE RIDGE DR","550","WWL:STJOHNS:STO550"
"LS-004041","STONE MASON DR","296","WWL:STJOHNS:STO296"
"LS-004044","STEVENTON WAY","7257","WWL:WEST:STE7257"
"LS-004035","RIVER STORY DR","14278","WWL:SOUTH:RIV14278"
"LS-004046","SHEARWATER PKWY","635","WWL:STJOHNS:SHE635"
"LS-004047","SHEARWATER PKWY","873","WWL:STJOHNS:SHE873"
"LS-004040","LIBERTY ST N","825","WWL:NORTH:LIB825"
"LS-001565","NIBLICK DR","2078","WWL:WEST:NIB2078"
"LS-004052","STONE CREEK LN","159","WWL:STJOHNS:STO159"
"LS-004045","CHAPMAN OAKS DR","2749","WWL:SOUTH:CHA2749"
"LS-004050","SHADY BRIDGE TRL","12490","WWL:SOUTH:SHA12490"
"LS-004049","ARIANA ELYSE DR","12021","WWL:SOUTH:ARI12021"
"LS-004061","BLACK TERN DR","85990","WWL:NASSAU:BLA85990"
"LS-001103","HOOD LANDING RD","11861","WWL:SOUTH:HOO11861-1"
"LS-004054","HARBOR CONCOURSE CIR","97026","WWL:NASSAU:HAR97026"
"LS-004058","CALUMET FARMS  DR","12143","WWL:SOUTH:CAL12143"
"LS-004016","NOGAL LN","13376","WWL:EAST:NOG13376"
"LS-004057","PINE LAKE DR","174","WWL:STJOHNS:PIN174"
"LS-004059","FLYNN ROAD WEST","2689","WWL:SOUTH:FLY2689"
"LS-004056","RUSSELL SAMPSON RD","10561","WWL:STJOHNS:RUS10561"
"LS-004065","PINELAND BAY DR","993","WWL:STJOHNS:PIN993"
"LS-004064","BAPTIST CENTER DR","11205","WWL:NORTH:BAP11205"
"LS-004063","WILDERNESS RIDGE DR","149","WWL:STJOHNS:WIL149"
"BPS-002867","WESTERN WAY","8617","WWL:SOUTH:WES8617B"
"LS-003982","BEAVER ST W","15701","WWL:WEST:BEA15701"
"LS-004043","JULINGTON LAKES DR","674","WWL:STJOHNS:JUL674"
"BPS-000639","COUNTY ROAD 210 W","2740","WWL:STJOHNS:COU2740B"
"LS-004010","SIGNATURE DR","64","WWL:STJOHNS:SIG64"
"LS-004013","LUMBER CREEK BLVD","77857","WWL:NASSAU:LUM77857"
"LS-003973","LOGAN ST","1055","WWL:NORTH:LOG1055"
"LS-004066","BOWLAN ST S","273","WWL:EAST:BOW273"
"LS-004062","ARBOR MILL CIR","4084","WWL:WEST:ARB4802"
"LS-004067","SPANISH CREEK DR","175","WWL:STJOHNS:SPA175"
"LS-004069","GILLESPIE GARDENS DR","304","WWL:NORTH:GIL304"
"LS-004068","KAYAK CLUB DR","425","WWL:STJOHNS:KAY425"
"LS-003494","SHINNECOCK DR","40","WWL:STJOHNS:SHI40"
"BPS-001950","SAN CLERC RD","4241","WWL:SOUTH:SAN4241B"
"BPS-001645","OLDFIELD CROSSING DR","4393","WWL:SOUTH:OLD4193B"
"LS-003188","COMMONWEALTH AVE","6674-1","WWL:WEST:COM6674-1"
"LS-003189","COMMONWEALTH AVE","6674-2","WWL:WEST:COM6674-2"
"LS-004060","PHILIPS HWY","13725","WWL:STJOHNS:PHI13725"
"LS-004053","AUTHORITY AVE","6121","NONE"
"LS-003993","MIRANDA RD","4","WWL:STJOHNS:MIR4"
"LS-004071","SUNNYDALE LANE","7627","WWL:SOUTH:SUN7627"
"LS-004070","ASHLAR DR","155","WWL:STJOHNS:ASH155"
"LS-004072","BROTHERS WALK LN","8143","WWL:EAST:BRO8143"
"LS-004074","CLYDESDALE DR W","10728","WWL:SOUTH:CLY10728"
"LS-004076","AVERY PARK LN","13443","WWL:NORTH:AVE13443"
"LS-004075","PAVNES CREEK DR","9996","WWL:WEST:PAV9996"
"LS-004079","KIT FOX PKWY","10139","WWL:WEST:KIT10139"
"LS-004081","COPPINGER PL","105","WWL:STJOHNS:COP105"
"LS-004078","HERON BAY RD","205","WWL:NORTH:HER205"
"LS-004077","ALEXIA CIR","2517","WWL:EAST:ALE2517"
"LS-004082","NORTHSIDE DR S","391","WWL:NORTH:NOR391"
"LS-004080","CEDAR HAMMOCK WAY","13306","WWL:NORTH:CED13306"
"LS-004084","TIMBERLAND FOREST DR","426","WWL:STJOHNS:TIM426"
"LS-004083","APRIL OAKS DR","1938","WWL:WEST:APR1938"
"LS-004085","BENT CREEK DR","340","WWL:STJOHNS:BEN340"
"LS-004088","CROSSWATER LAKE DR","245","WWL:STJOHNS:CRO245"
"LS-004090","TARTUS DR","2591","WWL:EAST:TAR2591"
"LS-004086","ALBANY BAY BLVD","84","WWL:STJOHNS:ALB84"
"LS-004094","BEACHWALK BLVD","211","WWL:STJOHNS:BEA211"
"LS-004091","INDIAN GRASS DR","47","WWL:STJOHNS:IND47"
"LS-004089","PRESTON PINES TRL","7171","WWL:WEST:PRE7171"
"LS-002064","OUTBACK DR","14038","WWL:NORTH:OUT14038"
"LS-004096","COLLEGE PKWY","95530","WWL:NASSAU:COL95530"
"LS-004101","RIVER HOLLOW LN","11382","WWL:NORTH:RIV11382"
"LS-004103","TOWNSEND VILLAGE LN","7210","WWL:EAST:TOW7210"
"LS-004098","SARAHS LANDING DR","1282","WWL:WEST:SAR1282"
"LS-004095","PALM RESERVE LN","7202","WWL:WEST:PAL7202"
"LS-004092","ALBANY BAY BLVD","383","WWL:STJOHNS:ALB383"
"LS-004106","SEA ISLAND DR","12429","WWL:EAST:SEA12429"
"LS-004102","FOURAKER FOREST RD","8142","WWL:WEST:FOU8142"
"LS-004113","KAPALUA PL","182","WWL:STJOHNS:KAP182"
"LS-004105","MARQUESA CIR","43","WWL:STJOHNS:MAR43"
"LS-004104","BARTRAM CREEK BLVD","14525","WWL:STJOHNS:BAR14525"
"LS-004093","WATERLINE DR","248","WWL:STJOHNS:WAT248"
"LS-004100","PALM POINT DR","94995","WWL:NASSAU:PAL94995"
"LS-004097","SHETLAND DR","958","WWL:STJOHNS:SHE958"
"LS-004107","PRICE PARK DR","9677","WWL:SOUTH:PRI9677"
"LS-004114","LIBERTY TREE PL","1674","WWL:WEST:LIB1674"
"LS-004108","HONEY BLOSSOM RD","52","WWL:STJOHNS:HON52"
"LS-004110","VENTNOR AVE","10888","WWL:NORTH:VEN10888"
"LS-004116","LAZY LAKE CIR","86590","WWL:NASSAU:LAZ86590"
"LS-004117","CHITWOOD DR","10931","WWL:NORTH:CHI10931"
"LS-004112","WHISTLING STRAITS DR","132","WWL:STJOHNS:WHI132"
"LS-004099","ADELENA LN","1279","WWL:WEST:ADE1279"
"LS-004136","SANDY CREEK PKWY","1536","WWL:STJOHNS:SAN1536"
"LS-004115","DURBIN PAVILION DR","332","WWL:STJOHNS:DUR332"
"LS-004118","HAMPTON CREEK RD","5609","WWL:NORTH:HAM5609"
"LS-004121","OWENS RD","1820","NONE"
"LS-004109","WHITEFISH TRL","119","WWL:STJOHNS:WHI119"
"LS-004122","GILMORE GROVE WAY","9210","WWL:EAST:GIL9210"
"LS-004120","CHANDLER DR","154","WWL:STJOHNS:CHA154"
"LS-004119","KEVIN RD","9831","WWL:SOUTH:KEV9831"
"LS-004141","PHILIPS HWY","14193","WWL:STJOHNS:PHI14193"
"LS-004135","HIDDEN OAKS LN","13824","WWL:EAST:HID13824"
"LS-004129","SANDOWN DR","93066","WWL:NASSAU:SAN93066"
"LS-004133","SEA PALM AVE","2371","WWL:NORTH:SEA2371"
"LS-004128","CROSSCUT WAY","77021","WWL:NASSAU:CRO77021"
"LS-004125","LAKE SHANNON DR","5171","WWL:NORTH:LAK5171"
"LS-004126","CREEKVILLE DR","95422","WWL:NASSAU:CRE95422"
"LS-004132","ABBOT COVE DR","10644","WWL:EAST:ABB10644"
"LS-004123","TAMAYA BLVD","3270","WWL:EAST:TAM3270"
"LS-004131","BIGHORN TRL","9220","WWL:WEST:BIG9220"
"LS-004127","CAMEO DR","490 ","WWL:STJOHNS:CAM490"
"LS-004140","AVENTURA DR","10871","WWL:SOUTH:AVE10871"
"LS-004138","SHINER DR","3685","WWL:NORTH:SHI3685"
"LS-004137","ALTA LAKES BLVD","3312","WWL:NORTH:ALT3312"
"LS-004143","MERCHANTS WAY","8140","WWL:WEST:MER8140"
"LS-004144","OLD COTTAGE DR","44","WWL:STJOHNS:OLD44"
"LS-004142","SHADOW CV","40","WWL:STJOHNS:SHA40"
"LS-004146","POTTSBURG POINT DR","1702","WWL:EAST:POT1702"
"LS-000633","CORONET LN","3000","WWL:EAST:COR3000"
"LS-001853","REGENCY SQUARE BLVD","9484","WWL:EAST:REG9484"
"LS-002188","STACEY RD","14618","WWL:EAST:STA14618"
"LS-004154","WELLS CREEK PKWY","12135","WWL:STJOHNS:WEL12135"
"LS-004155","BROOKWATER DR","13811","WWL:STJOHNS:BRO13811"
"LS-004148","LONGLEAF BRANCH DR","6460","WWL:WEST:LON6460"
"LS-004150","RUBY COVE CT","8909","WWL:SOUTH:RUB8908"
"LS-004134","SPRING LIGHT CIR","14605","WWL:NORTH:SPR14605"
"LS-004159","SADDLED CHARGER DR","15686","WWL:WEST:SAD15686"
"LS-004147","ANTILA WAY","110","WWL:STJOHNS:ANT110"
"LS-004156","SLATE CT","96931","WWL:NASSAU:SLA96931"
"LS-004163","BARDIN RD","11861","WWL:NORTH:BAR11861"
"LS-004145","MANDARIN PRESERVE DR","11046","WWL:SOUTH:MAN11046"
"LS-004157","SHEARWATER PKWY","1622","WWL:STJOHNS:SHE1622"
"LS-004164","NALA LN","10192","WWL:NORTH:NAL10192"
"LS-004158","GARDEN ST","9646","WWL:WEST:GAR9646"
"LS-004151","DOLPHIN POINT BLVD","5301","WWL:EAST:DOL5301"
"LS-004130","WILLIAMSTOWN DR","12074","WWL:STJOHNS:WIL12074"
"LS-004124","ORCHARD GROVE DR","12459","WWL:NORTH:ORC12459"
"LS-004173","RIVERWALK CT","10335","WWL:NORTH:RIV10335"
"BPS-004153","ENERGY CENTER DR","6850","WWL:SOUTH:ENE6850B"
"LS-004161","WILLIAM BURGESS BLVD","76040","WWL:NASSAU:WIL76040"
"LS-004170","FALL RIVER  PKWY","85633","WWL:NASSAU:FAL85633"
"LS-004165","MEADOW WALK LN","8371","WWL:SOUTH:MEA8371"
"LS-004152","NETHER ST","83780","WWL:NASSAU:NET83780"
"LS-004176","ANDESITE TRL","80","WWL:STJOHNS:AND80"
"LS-004171","SQUARE ST","11399","WWL:SOUTH:SQU11399"
"LS-004139","AIRCOUPE RD","13252","WWL:WEST:AIR13252"
"LS-004160","WISDOM CT","2519","WWL:WEST:WIS2519"
"LS-004182","WOODBURY DR","15593","WWL:WEST:WOO15593"
"LS-004169","SPARTINA GRASS DR","13206","WWL:NORTH:SPA13206"
"LS-004172","BARTRAM MARKET DR","409","WWL:STJOHNS:BAR409"
"LS-004183","IGNITION DR","2687","WWL:NORTH:IGN2687"
"LS-004184","ARALIA LN","250","WWL:EAST:ARA250"
"LS-004167","ROBERT E WILLIAMS DR","77040","NONE"
"LS-004185","INNOVATION WAY","10236","WWL:SOUTH:INN10236"
"LS-004177","SANDLER LAKES DR","6656","WWL:WEST:SAN6656"
"LS-004188","VOYSEY PL","59","WWL:STJOHNS:VOY59"
"LS-004178","CARTER LANDING BLVD","1966","WWL:WEST:CAR1966"
"LS-004174","WHITE CYPRESS DR","97","WWL:STJOHNS:WHI97"
"LS-004179","FIDDLEBACK LN","9782","WWL:WEST:FID9782"
"LS-004181","WILDLIGHT AVE","326","WWL:NASSAU:WIL326"
"LS-004186","WESTWICK LN","9156","WWL:EAST:WES9156"
"LS-004190","BARTRAM RANCH BLVD","312","WWL:STJOHNS:BAR312"
"LS-004168","MADELYNN DR","11422","WWL:SOUTH:MAD11422"
"LS-004192","MARGARETS LANDING PL","11212","WWL:NORTH:MAR11212"
"LS-004189","FRONTIER SQ","136","WWL:STJOHNS:FRO136"
"LS-004175","POINT MEADOWS DR","7736","WWL:SOUTH:POI7736"
"LS-004193","REDFISH MARSH CIR","9925","WWL:NORTH:RED9925"
"LS-004180","SILVERBROOK TRL","10367","WWL:SOUTH:SIL10367"
"LS-004197","WATERVALE DR","135","WWL:STJOHNS:WAT135"
"LS-004196","MAINLINE RD","86274","WWL:NASSAU:MAI86274"
"LS-004207","ANNIES PL","408","WWL:NORTH:ANN408"
"LS-004194","SAN PABLO PKWY","3661","WWL:EAST:SAN3661"
"LS-004203","WINDLEY DR","985","WWL:STJOHNS:WIN985"
"LS-004198","MAXINE BRANCH WAY","1888","WWL:NORTH:MAX1888"
"LS-004202","FARMALL DR","2989","WWL:NORTH:FAR2989"
"LS-004205","ESTUARY WAY","75468","WWL:NASSAU:EST75468"
"LS-004200","CREEKSIDE CROSSING DR","5973","WWL:WEST:CRE5973"
"LS-004204","HASU RD","70","WWL:STJOHNS:HAS70"
"LS-004195","SCOTCH PEBBLE DR","117","WWL:STJOHNS:SCO117"
"LS-004199","ANTHEM RIDGE DR","227","WWL:STJOHNS:ANT227"
"LS-004201","CAMFIELD LANDING DR","7095","WWL:WEST:CAM7095"
"LS-004213","OYSTER CREEK RD","11394","WWL:NORTH:OYS11394"
"LS-004223","HARVESTER ST","75430","WWL:NASSAU:HAR75426"
"LS-004208","FALL RIVER  PKWY","84695","WWL:NASSAU:FAL84695"
"LS-004216","CLAPBOARD CROSSING WAY","4687","WWL:NORTH:CLA4687"
"LS-004191","KETTERING CROSSING DR","11205","WWL:SOUTH:KET11205"
"LS-004217","SAND HARBOR DR","290","WWL:STJOHNS:SAN290"
"LS-004209","RIVERTOWN SHOPS DR","179","WWL:STJOHNS:RIV179"
"LS-004206","SILKGRASS PL","324","WWL:STJOHNS:SIL324"
"LS-004219","MEADOW CREEK DR","438","WWL:STJOHNS:MEA438"
"LS-004210","PURUS WAY","290","WWL:STJOHNS:PUR290"
"LS-004225","HOLSINGER BLVD","13510","WWL:STJOHNS:HOL13510"
"LS-004212","LAUREL BAY DR","12783","WWL:EAST:LAU12783"
"LS-004218","ROTARY RD","932","WWL:EAST:ROT932"
"LS-004211","SAWMILL POINT WAY","5208","WWL:WEST:SAW5208"
"LS-004214","OPEN FIELD RD","9189","WWL:WEST:OPE9189"
"LS-004215","PANTHER LAKE PKWY","1550","WWL:WEST:PAN1550"
"LS-004221","VICTORY CROSSING BLVD","8233","WWL:WEST:VIC8233"
"LS-004222","SHEARWATER PKWY","2159","WWL:STJOHNS:SHE2159"
"BPS-004187","RAMPART RD","7806","WWL:WEST:RAM7806B"
"LS-004229","HARPER LN","314","WWL:STJOHNS:HAR314"
"LS-004233","POTTERS MILL TRL","59","WWL:STJOHNS:POT59"
"LS-004234","SPINNER DR","161","WWL:STJOHNS:SPI161"
"LS-004227","PALMETTO BLUFF DR","13053","WWL:EAST:PAL13053"
"LS-004230","GILLESPIE AVE","12260","WWL:NORTH:GIL12260"
"LS-004231","STILLWATER BLVD","409","WWL:STJOHNS:STI409"
